education_id,degree_name,field,level,specialization
ED_00439,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00440,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00441,Master of Business Administration,Business,Master,General
ED_00442,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00443,AWS Certified Developer,Cloud,Certification,AWS
ED_00444,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00445,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00446,Master of Science in Data Science,Data Science,Master,General
ED_00447,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00448,Master of Business Administration,Business,Master,General
ED_00449,Certified Ethical Hacker,Security,Certification,Security
ED_00450,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00451,Master of Science in Data Science,Data Science,Master,General
ED_00452,PhD in Computer Science,Computer Science,PhD,General
ED_00453,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00454,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00455,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00456,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00457,Master of Business Administration,Business,Master,General
ED_00458,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00459,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00460,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00461,Master of Science in Data Science,Data Science,Master,General
ED_00462,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00463,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00464,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00465,Master of Business Administration,Business,Master,General
ED_00466,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00467,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00468,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00469,CompTIA Security+,Security,Certification,Security
ED_00470,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00471,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00472,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00473,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00474,Master of Business Administration,Business,Master,General
ED_00475,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00476,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00477,AWS Certified Developer,Cloud,Certification,AWS
ED_00478,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00479,CompTIA Security+,Security,Certification,Security
ED_00480,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00481,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00482,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00483,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00484,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00485,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00486,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00487,PhD in Computer Science,Computer Science,PhD,General
ED_00488,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00489,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00490,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00491,Master of Business Administration,Business,Master,General
ED_00492,Certified Ethical Hacker,Security,Certification,Security
ED_00493,Master of Business Administration,Business,Master,General
ED_00494,Certified Ethical Hacker,Security,Certification,Security
ED_00495,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00496,AWS Certified Developer,Cloud,Certification,AWS
ED_00497,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00498,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00499,PhD in Computer Science,Computer Science,PhD,General
ED_00500,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00501,CompTIA Security+,Security,Certification,Security
ED_00502,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00503,Master of Business Administration,Business,Master,General
ED_00504,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00505,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00506,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00507,Certified Ethical Hacker,Security,Certification,Security
ED_00508,Master of Science in Data Science,Data Science,Master,General
ED_00509,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00510,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00511,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00512,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00513,PhD in Computer Science,Computer Science,PhD,General
ED_00514,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00515,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00516,Certified Ethical Hacker,Security,Certification,Security
ED_00517,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00518,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00519,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00520,Master of Business Administration,Business,Master,General
ED_00521,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00522,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00523,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00524,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00525,Certified Ethical Hacker,Security,Certification,Security
ED_00526,Master of Science in Data Science,Data Science,Master,General
ED_00527,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00528,Certified Ethical Hacker,Security,Certification,Security
ED_00529,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00530,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00531,Certified Ethical Hacker,Security,Certification,Security
ED_00532,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00533,PhD in Computer Science,Computer Science,PhD,General
ED_00534,Master of Business Administration,Business,Master,General
ED_00535,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00536,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00537,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00538,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00539,Master of Science in Data Science,Data Science,Master,General
ED_00540,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00541,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00542,CompTIA Security+,Security,Certification,Security
ED_00543,PhD in Computer Science,Computer Science,PhD,General
ED_00544,Master of Business Administration,Business,Master,General
ED_00545,CompTIA Security+,Security,Certification,Security
ED_00546,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00547,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00548,Master of Business Administration,Business,Master,General
ED_00549,Certified Ethical Hacker,Security,Certification,Security
ED_00550,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00551,CompTIA Security+,Security,Certification,Security
ED_00552,Master of Science in Data Science,Data Science,Master,General
ED_00553,Certified Ethical Hacker,Security,Certification,Security
ED_00554,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00555,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00556,CompTIA Security+,Security,Certification,Security
ED_00557,CompTIA Security+,Security,Certification,Security
ED_00558,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00559,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00560,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00561,Certified Ethical Hacker,Security,Certification,Security
ED_00562,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00563,AWS Certified Developer,Cloud,Certification,AWS
ED_00564,Certified Ethical Hacker,Security,Certification,Security
ED_00565,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00566,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00567,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00568,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00569,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00570,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00571,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00572,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00573,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00574,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00575,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00576,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00577,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00578,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00579,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00580,CompTIA Security+,Security,Certification,Security
ED_00581,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00582,Certified Ethical Hacker,Security,Certification,Security
ED_00583,Master of Business Administration,Business,Master,General
ED_00584,AWS Certified Developer,Cloud,Certification,AWS
ED_00585,AWS Certified Developer,Cloud,Certification,AWS
ED_00586,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00587,Certified Ethical Hacker,Security,Certification,Security
ED_00588,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00589,AWS Certified Developer,Cloud,Certification,AWS
ED_00590,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00591,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00592,CompTIA Security+,Security,Certification,Security
ED_00593,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00594,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00595,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00596,AWS Certified Developer,Cloud,Certification,AWS
ED_00597,Master of Science in Data Science,Data Science,Master,General
ED_00598,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00599,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00600,PhD in Computer Science,Computer Science,PhD,General
ED_00601,CompTIA Security+,Security,Certification,Security
ED_00602,PhD in Computer Science,Computer Science,PhD,General
ED_00603,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00604,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00605,Master of Business Administration,Business,Master,General
ED_00606,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00607,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00608,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00609,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00610,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00611,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00612,PhD in Computer Science,Computer Science,PhD,General
ED_00613,Certified Ethical Hacker,Security,Certification,Security
ED_00614,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00615,Certified Ethical Hacker,Security,Certification,Security
ED_00616,Certified Ethical Hacker,Security,Certification,Security
ED_00617,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00618,Certified Ethical Hacker,Security,Certification,Security
ED_00619,AWS Certified Developer,Cloud,Certification,AWS
ED_00620,AWS Certified Developer,Cloud,Certification,AWS
ED_00621,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00622,PhD in Computer Science,Computer Science,PhD,General
ED_00623,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00624,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00625,Certified Ethical Hacker,Security,Certification,Security
ED_00626,Certified Ethical Hacker,Security,Certification,Security
ED_00627,PhD in Computer Science,Computer Science,PhD,General
ED_00628,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00629,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00630,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00631,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00632,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00633,PhD in Computer Science,Computer Science,PhD,General
ED_00634,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00635,Certified Ethical Hacker,Security,Certification,Security
ED_00636,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00637,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00638,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00639,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00640,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00641,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00642,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00643,Master of Science in Data Science,Data Science,Master,General
ED_00644,AWS Certified Developer,Cloud,Certification,AWS
ED_00645,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00646,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00647,PhD in Computer Science,Computer Science,PhD,General
ED_00648,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00649,CompTIA Security+,Security,Certification,Security
ED_00650,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00651,PhD in Computer Science,Computer Science,PhD,General
ED_00652,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00653,Master of Science in Data Science,Data Science,Master,General
ED_00654,AWS Certified Developer,Cloud,Certification,AWS
ED_00655,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00656,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00657,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00658,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00659,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00660,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00661,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00662,AWS Certified Developer,Cloud,Certification,AWS
ED_00663,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00664,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00665,Master of Business Administration,Business,Master,General
ED_00666,PhD in Computer Science,Computer Science,PhD,General
ED_00667,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00668,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00669,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00670,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00671,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00672,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00673,Certified Ethical Hacker,Security,Certification,Security
ED_00674,AWS Certified Developer,Cloud,Certification,AWS
ED_00675,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00676,PhD in Computer Science,Computer Science,PhD,General
ED_00677,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00678,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00679,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00680,Certified Ethical Hacker,Security,Certification,Security
ED_00681,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00682,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00683,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00684,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00685,Certified Ethical Hacker,Security,Certification,Security
ED_00686,AWS Certified Developer,Cloud,Certification,AWS
ED_00687,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00688,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00689,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00690,PhD in Computer Science,Computer Science,PhD,General
ED_00691,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00692,Master of Science in Data Science,Data Science,Master,General
ED_00693,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00694,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00695,CompTIA Security+,Security,Certification,Security
ED_00696,Certified Ethical Hacker,Security,Certification,Security
ED_00697,PhD in Computer Science,Computer Science,PhD,General
ED_00698,AWS Certified Developer,Cloud,Certification,AWS
ED_00699,Master of Science in Data Science,Data Science,Master,General
ED_00700,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00701,PhD in Computer Science,Computer Science,PhD,General
ED_00702,Certified Ethical Hacker,Security,Certification,Security
ED_00703,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00704,Master of Science in Data Science,Data Science,Master,General
ED_00705,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00706,AWS Certified Developer,Cloud,Certification,AWS
ED_00707,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00708,AWS Certified Developer,Cloud,Certification,AWS
ED_00709,Master of Science in Data Science,Data Science,Master,General
ED_00710,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00711,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00712,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00713,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00714,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00715,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00716,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00717,AWS Certified Developer,Cloud,Certification,AWS
ED_00718,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00719,PhD in Computer Science,Computer Science,PhD,General
ED_00720,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00721,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00722,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00723,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00724,Certified Ethical Hacker,Security,Certification,Security
ED_00725,CompTIA Security+,Security,Certification,Security
ED_00726,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00727,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00728,PhD in Computer Science,Computer Science,PhD,General
ED_00729,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00730,PhD in Computer Science,Computer Science,PhD,General
ED_00731,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00732,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00733,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00734,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00735,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00736,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00737,Master of Business Administration,Business,Master,General
ED_00738,Master of Business Administration,Business,Master,General
ED_00739,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00740,AWS Certified Developer,Cloud,Certification,AWS
ED_00741,Master of Science in Data Science,Data Science,Master,General
ED_00742,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00743,CompTIA Security+,Security,Certification,Security
ED_00744,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00745,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00746,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00747,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00748,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00749,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00750,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00751,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00752,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00753,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00754,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00755,Master of Business Administration,Business,Master,General
ED_00756,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00757,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00758,PhD in Computer Science,Computer Science,PhD,General
ED_00759,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00760,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00761,Master of Science in Data Science,Data Science,Master,General
ED_00762,Master of Business Administration,Business,Master,General
ED_00763,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00764,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00765,AWS Certified Developer,Cloud,Certification,AWS
ED_00766,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00767,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00768,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00769,AWS Certified Developer,Cloud,Certification,AWS
ED_00770,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00771,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00772,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00773,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00774,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00775,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00776,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00777,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00778,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00779,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00780,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00781,Master of Science in Data Science,Data Science,Master,General
ED_00782,Master of Business Administration,Business,Master,General
ED_00783,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00784,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00785,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00786,PhD in Computer Science,Computer Science,PhD,General
ED_00787,Master of Science in Data Science,Data Science,Master,General
ED_00788,Certified Ethical Hacker,Security,Certification,Security
ED_00789,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00790,AWS Certified Developer,Cloud,Certification,AWS
ED_00791,Certified Ethical Hacker,Security,Certification,Security
ED_00792,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00793,PhD in Computer Science,Computer Science,PhD,General
ED_00794,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00795,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00796,Certified Ethical Hacker,Security,Certification,Security
ED_00797,Master of Science in Data Science,Data Science,Master,General
ED_00798,Master of Business Administration,Business,Master,General
ED_00799,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00800,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00801,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00802,Master of Science in Data Science,Data Science,Master,General
ED_00803,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00804,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00805,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00806,PhD in Computer Science,Computer Science,PhD,General
ED_00807,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00808,PhD in Computer Science,Computer Science,PhD,General
ED_00809,Master of Business Administration,Business,Master,General
ED_00810,Master of Business Administration,Business,Master,General
ED_00811,Master of Business Administration,Business,Master,General
ED_00812,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00813,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00814,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00815,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00816,Master of Business Administration,Business,Master,General
ED_00817,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00818,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00819,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00820,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00821,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00822,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00823,Certified Ethical Hacker,Security,Certification,Security
ED_00824,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00825,Master of Business Administration,Business,Master,General
ED_00826,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00827,Certified Ethical Hacker,Security,Certification,Security
ED_00828,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00829,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00830,Master of Science in Data Science,Data Science,Master,General
ED_00831,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00832,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00833,Master of Business Administration,Business,Master,General
ED_00834,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00835,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00836,Master of Business Administration,Business,Master,General
ED_00837,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00838,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00839,Certified Ethical Hacker,Security,Certification,Security
ED_00840,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00841,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00842,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00843,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00844,Master of Business Administration,Business,Master,General
ED_00845,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00846,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00847,PhD in Computer Science,Computer Science,PhD,General
ED_00848,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00849,PhD in Computer Science,Computer Science,PhD,General
ED_00850,Master of Science in Data Science,Data Science,Master,General
ED_00851,CompTIA Security+,Security,Certification,Security
ED_00852,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00853,AWS Certified Developer,Cloud,Certification,AWS
ED_00854,Master of Science in Data Science,Data Science,Master,General
ED_00855,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00856,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00857,PhD in Computer Science,Computer Science,PhD,General
ED_00858,AWS Certified Developer,Cloud,Certification,AWS
ED_00859,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00860,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00861,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00862,Master of Business Administration,Business,Master,General
ED_00863,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00864,Master of Science in Data Science,Data Science,Master,General
ED_00865,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00866,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00867,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00868,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00869,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00870,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00871,AWS Certified Developer,Cloud,Certification,AWS
ED_00872,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00873,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00874,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00875,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
