skill_id,skill_name,category,subcategory,difficulty,related_skills,demand_score,skill_text,skill_tokens_lemmas
SK_00250,monitoring (intermediate),cloud & infrastructure,general,advanced,,7.68,monitoring (intermediate) cloud & infrastructure general advanced,monitoring intermediate cloud infrastructure general advance
SK_00251,express (advanced),web backend,general,advanced,,7.77,express (advanced) web backend general advanced,express advanced web backend general advance
SK_00252,express (senior),web backend,general,advanced,,6.86,express (senior) web backend general advanced,express senior web backend general advance
SK_00253,express (junior),web backend,general,advanced,,7.26,express (junior) web backend general advanced,express junior web backend general advance
SK_00254,express (expert),web backend,general,advanced,,6.07,express (expert) web backend general advanced,express expert web backend general advance
SK_00255,express (intermediate),web backend,general,advanced,,7.15,express (intermediate) web backend general advanced,express intermediate web backend general advance
SK_00256,vite (advanced),web frontend,general,advanced,,6.3,vite (advanced) web frontend general advanced,vite advanced web frontend general advance
SK_00257,vite (senior),web frontend,general,advanced,,6.05,vite (senior) web frontend general advanced,vite senior web frontend general advance
SK_00258,vite (junior),web frontend,general,advanced,,7.77,vite (junior) web frontend general advanced,vite junior web frontend general advance
SK_00259,vite (expert),web frontend,general,advanced,,6.23,vite (expert) web frontend general advanced,vite expert web frontend general advance
SK_00260,vite (intermediate),web frontend,general,advanced,,6.33,vite (intermediate) web frontend general advanced,vite intermediate web frontend general advance
SK_00261,service mesh (advanced),devops,general,advanced,,6.02,service mesh (advanced) devops general advanced,service mesh advanced devop general advance
SK_00262,service mesh (senior),devops,general,advanced,,7.2,service mesh (senior) devops general advanced,service mesh senior devop general advance
SK_00263,service mesh (junior),devops,general,advanced,,6.21,service mesh (junior) devops general advanced,service mesh junior devop general advance
SK_00264,service mesh (expert),devops,general,advanced,,7.19,service mesh (expert) devops general advanced,service mesh expert devop general advance
SK_00265,service mesh (intermediate),devops,general,advanced,,7.52,service mesh (intermediate) devops general advanced,service mesh intermediate devop general advance
SK_00266,kubernetes (advanced),cloud & infrastructure,general,advanced,,8.69,kubernetes (advanced) cloud & infrastructure general advanced,kubernete advanced cloud infrastructure general advance
SK_00267,kubernetes (senior),cloud & infrastructure,general,advanced,,8.62,kubernetes (senior) cloud & infrastructure general advanced,kubernete senior cloud infrastructure general advance
SK_00268,kubernetes (junior),cloud & infrastructure,general,advanced,,8.93,kubernetes (junior) cloud & infrastructure general advanced,kubernete junior cloud infrastructure general advance
SK_00269,kubernetes (expert),cloud & infrastructure,general,advanced,,9.47,kubernetes (expert) cloud & infrastructure general advanced,kubernetes expert cloud infrastructure general advance
SK_00270,kubernetes (intermediate),cloud & infrastructure,general,advanced,,9.09,kubernetes (intermediate) cloud & infrastructure general advanced,kubernete intermediate cloud infrastructure general advance
SK_00271,communication (advanced),soft skills,general,advanced,,7.17,communication (advanced) soft skills general advanced,communication advanced soft skill general advanced
SK_00272,communication (senior),soft skills,general,advanced,,7.93,communication (senior) soft skills general advanced,communication senior soft skill general advanced
SK_00273,communication (junior),soft skills,general,advanced,,6.82,communication (junior) soft skills general advanced,communication junior soft skill general advanced
SK_00274,communication (expert),soft skills,general,advanced,,6.6,communication (expert) soft skills general advanced,communication expert soft skill general advanced
SK_00275,communication (intermediate),soft skills,general,advanced,,6.38,communication (intermediate) soft skills general advanced,communication intermediate soft skill general advanced
SK_00276,deep learning (advanced),ai/ml,general,advanced,,6.6,deep learning (advanced) ai/ml general advanced,deep learning advanced ai ml general advance
SK_00277,deep learning (senior),ai/ml,general,advanced,,7.38,deep learning (senior) ai/ml general advanced,deep learning senior ai ml general advance
SK_00278,deep learning (junior),ai/ml,general,advanced,,6.61,deep learning (junior) ai/ml general advanced,deep learning junior ai ml general advance
SK_00279,deep learning (expert),ai/ml,general,advanced,,6.18,deep learning (expert) ai/ml general advanced,deep learning expert ai ml general advance
SK_00280,deep learning (intermediate),ai/ml,general,advanced,,7.81,deep learning (intermediate) ai/ml general advanced,deep learning intermediate ai ml general advance
SK_00281,authentication (advanced),web backend,general,advanced,,7.26,authentication (advanced) web backend general advanced,authentication advanced web backend general advance
SK_00282,authentication (senior),web backend,general,advanced,,6.72,authentication (senior) web backend general advanced,authentication senior web backend general advance
SK_00283,authentication (junior),web backend,general,advanced,,7.57,authentication (junior) web backend general advanced,authentication junior web backend general advance
SK_00284,authentication (expert),web backend,general,advanced,,6.01,authentication (expert) web backend general advanced,authentication expert web backend general advance
SK_00285,authentication (intermediate),web backend,general,advanced,,7.85,authentication (intermediate) web backend general advanced,authentication intermediate web backend general advance
SK_00286,elasticsearch (advanced),web backend,general,advanced,,6.24,elasticsearch (advanced) web backend general advanced,elasticsearch advanced web backend general advance
SK_00287,elasticsearch (senior),web backend,general,advanced,,6.45,elasticsearch (senior) web backend general advanced,elasticsearch senior web backend general advance
SK_00288,elasticsearch (junior),web backend,general,advanced,,7.89,elasticsearch (junior) web backend general advanced,elasticsearch junior web backend general advance
SK_00289,elasticsearch (expert),web backend,general,advanced,,7.52,elasticsearch (expert) web backend general advanced,elasticsearch expert web backend general advance
SK_00290,elasticsearch (intermediate),web backend,general,advanced,,6.79,elasticsearch (intermediate) web backend general advanced,elasticsearch intermediate web backend general advance
SK_00291,security architecture (advanced),security,general,advanced,,6.57,security architecture (advanced) security general advanced,security architecture advanced security general advance
SK_00292,security architecture (senior),security,general,advanced,,6.41,security architecture (senior) security general advanced,security architecture senior security general advance
SK_00293,security architecture (junior),security,general,advanced,,7.27,security architecture (junior) security general advanced,security architecture junior security general advance
SK_00294,security architecture (expert),security,general,advanced,,7.53,security architecture (expert) security general advanced,security architecture expert security general advance
SK_00295,security architecture (intermediate),security,general,advanced,,6.01,security architecture (intermediate) security general advanced,security architecture intermediate security general advance
SK_00296,linux (advanced),devops,general,advanced,,6.31,linux (advanced) devops general advanced,linux advanced devop general advance
SK_00297,linux (senior),devops,general,advanced,,7.78,linux (senior) devops general advanced,linux senior devop general advance
SK_00298,linux (junior),devops,general,advanced,,7.01,linux (junior) devops general advanced,linux junior devop general advance
SK_00299,linux (expert),devops,general,advanced,,6.58,linux (expert) devops general advanced,linux expert devop general advance
SK_00300,linux (intermediate),devops,general,advanced,,7.76,linux (intermediate) devops general advanced,linux intermediate devop general advance
SK_00301,mysql (advanced),web backend,general,intermediate,,6.57,mysql (advanced) web backend general intermediate,mysql advanced web backend general intermediate
SK_00302,mysql (senior),web backend,general,intermediate,,7.82,mysql (senior) web backend general intermediate,mysql senior web backend general intermediate
SK_00303,mysql (junior),web backend,general,intermediate,,7.63,mysql (junior) web backend general intermediate,mysql junior web backend general intermediate
SK_00304,mysql (expert),web backend,general,intermediate,,6.42,mysql (expert) web backend general intermediate,mysql expert web backend general intermediate
SK_00305,mysql (intermediate),web backend,general,intermediate,,6.67,mysql (intermediate) web backend general intermediate,mysql intermediate web backend general intermediate
SK_00306,web accessibility (advanced),web frontend,general,advanced,,7.93,web accessibility (advanced) web frontend general advanced,web accessibility advanced web frontend general advance
SK_00307,web accessibility (senior),web frontend,general,advanced,,6.71,web accessibility (senior) web frontend general advanced,web accessibility senior web frontend general advance
SK_00308,web accessibility (junior),web frontend,general,advanced,,7.62,web accessibility (junior) web frontend general advanced,web accessibility junior web frontend general advance
SK_00309,web accessibility (expert),web frontend,general,advanced,,7.63,web accessibility (expert) web frontend general advanced,web accessibility expert web frontend general advance
SK_00310,web accessibility (intermediate),web frontend,general,advanced,,6.42,web accessibility (intermediate) web frontend general advanced,web accessibility intermediate web frontend general advance
SK_00311,llm (advanced),ai/ml,general,advanced,,7.53,llm (advanced) ai/ml general advanced,llm advanced ai ml general advance
SK_00312,llm (senior),ai/ml,general,advanced,,7.13,llm (senior) ai/ml general advanced,llm senior ai ml general advance
SK_00313,llm (junior),ai/ml,general,advanced,,6.62,llm (junior) ai/ml general advanced,llm junior ai ml general advance
SK_00314,llm (expert),ai/ml,general,advanced,,7.79,llm (expert) ai/ml general advanced,llm expert ai ml general advance
SK_00315,llm (intermediate),ai/ml,general,advanced,,7.14,llm (intermediate) ai/ml general advanced,llm intermediate ai ml general advance
SK_00316,zustand (advanced),web frontend,general,advanced,,6.75,zustand (advanced) web frontend general advanced,zustand advanced web frontend general advance
SK_00317,zustand (senior),web frontend,general,advanced,,7.32,zustand (senior) web frontend general advanced,zustand senior web frontend general advance
SK_00318,zustand (junior),web frontend,general,advanced,,7.29,zustand (junior) web frontend general advanced,zustand junior web frontend general advance
SK_00319,zustand (expert),web frontend,general,advanced,,7.3,zustand (expert) web frontend general advanced,zustand expert web frontend general advance
SK_00320,zustand (intermediate),web frontend,general,advanced,,6.53,zustand (intermediate) web frontend general advanced,zustand intermediate web frontend general advance
SK_00321,looker (advanced),data,general,advanced,,6.74,looker (advanced) data general advanced,looker advanced datum general advance
SK_00322,looker (senior),data,general,advanced,,6.36,looker (senior) data general advanced,looker senior datum general advance
SK_00323,looker (junior),data,general,advanced,,7.57,looker (junior) data general advanced,looker junior datum general advance
SK_00324,looker (expert),data,general,advanced,,6.29,looker (expert) data general advanced,looker expert datum general advance
SK_00325,looker (intermediate),data,general,advanced,,6.57,looker (intermediate) data general advanced,looker intermediate datum general advance
SK_00326,next.js (advanced),web frontend,general,advanced,,7.24,next.js (advanced) web frontend general advanced,next.js advanced web frontend general advance
SK_00327,next.js (senior),web frontend,general,advanced,,7.9,next.js (senior) web frontend general advanced,next.js senior web frontend general advance
SK_00328,next.js (junior),web frontend,general,advanced,,7.32,next.js (junior) web frontend general advanced,next.js junior web frontend general advance
SK_00329,next.js (expert),web frontend,general,advanced,,6.94,next.js (expert) web frontend general advanced,next.js expert web frontend general advance
SK_00330,next.js (intermediate),web frontend,general,advanced,,6.82,next.js (intermediate) web frontend general advanced,next.js intermediate web frontend general advance
SK_00331,oauth (advanced),security,general,advanced,,6.94,oauth (advanced) security general advanced,oauth advanced security general advance
SK_00332,oauth (senior),security,general,advanced,,6.64,oauth (senior) security general advanced,oauth senior security general advance
SK_00333,oauth (junior),security,general,advanced,,7.68,oauth (junior) security general advanced,oauth junior security general advance
SK_00334,oauth (expert),security,general,advanced,,7.9,oauth (expert) security general advanced,oauth expert security general advance
SK_00335,oauth (intermediate),security,general,advanced,,7.32,oauth (intermediate) security general advanced,oauth intermediate security general advance
SK_00336,infrastructure as code (advanced),cloud & infrastructure,general,advanced,,7.87,infrastructure as code (advanced) cloud & infrastructure general advanced,infrastructure code advanced cloud infrastructure general advance
SK_00337,infrastructure as code (senior),cloud & infrastructure,general,advanced,,7.99,infrastructure as code (senior) cloud & infrastructure general advanced,infrastructure code senior cloud infrastructure general advance
SK_00338,infrastructure as code (junior),cloud & infrastructure,general,advanced,,7.29,infrastructure as code (junior) cloud & infrastructure general advanced,infrastructure code junior cloud infrastructure general advance
SK_00339,infrastructure as code (expert),cloud & infrastructure,general,advanced,,7.06,infrastructure as code (expert) cloud & infrastructure general advanced,infrastructure code expert cloud infrastructure general advance
SK_00340,infrastructure as code (intermediate),cloud & infrastructure,general,advanced,,6.93,infrastructure as code (intermediate) cloud & infrastructure general advanced,infrastructure code intermediate cloud infrastructure general advance
SK_00341,devops (advanced),devops,general,advanced,,7.87,devops (advanced) devops general advanced,devops advanced devop general advance
SK_00342,devops (senior),devops,general,advanced,,6.98,devops (senior) devops general advanced,devops senior devop general advance
SK_00343,devops (junior),devops,general,advanced,,6.89,devops (junior) devops general advanced,devops junior devop general advance
SK_00344,devops (expert),devops,general,advanced,,7.11,devops (expert) devops general advanced,devops expert devop general advance
SK_00345,devops (intermediate),devops,general,advanced,,6.33,devops (intermediate) devops general advanced,devops intermediate devop general advance
SK_00346,grafana (advanced),devops,general,advanced,,7.13,grafana (advanced) devops general advanced,grafana advanced devop general advance
SK_00347,grafana (senior),devops,general,advanced,,7.7,grafana (senior) devops general advanced,grafana senior devop general advance
SK_00348,grafana (junior),devops,general,advanced,,7.65,grafana (junior) devops general advanced,grafana junior devop general advance
SK_00349,grafana (expert),devops,general,advanced,,6.51,grafana (expert) devops general advanced,grafana expert devop general advance
SK_00350,grafana (intermediate),devops,general,advanced,,7.94,grafana (intermediate) devops general advanced,grafana intermediate devop general advance
SK_00351,responsive design (advanced),web frontend,general,advanced,,6.12,responsive design (advanced) web frontend general advanced,responsive design advanced web frontend general advance
SK_00352,responsive design (senior),web frontend,general,advanced,,6.63,responsive design (senior) web frontend general advanced,responsive design senior web frontend general advance
SK_00353,responsive design (junior),web frontend,general,advanced,,6.03,responsive design (junior) web frontend general advanced,responsive design junior web frontend general advance
SK_00354,responsive design (expert),web frontend,general,advanced,,6.14,responsive design (expert) web frontend general advanced,responsive design expert web frontend general advance
SK_00355,responsive design (intermediate),web frontend,general,advanced,,6.63,responsive design (intermediate) web frontend general advanced,responsive design intermediate web frontend general advance
SK_00356,flask (advanced),web backend,general,advanced,,6.94,flask (advanced) web backend general advanced,flask advanced web backend general advance
SK_00357,flask (senior),web backend,general,advanced,,6.75,flask (senior) web backend general advanced,flask senior web backend general advance
SK_00358,flask (junior),web backend,general,advanced,,6.81,flask (junior) web backend general advanced,flask junior web backend general advance
SK_00359,flask (expert),web backend,general,advanced,,7.53,flask (expert) web backend general advanced,flask expert web backend general advance
SK_00360,flask (intermediate),web backend,general,advanced,,6.95,flask (intermediate) web backend general advanced,flask intermediate web backend general advance
SK_00361,model evaluation (advanced),ai/ml,general,advanced,,6.95,model evaluation (advanced) ai/ml general advanced,model evaluation advanced ai ml general advance
SK_00362,model evaluation (senior),ai/ml,general,advanced,,7.3,model evaluation (senior) ai/ml general advanced,model evaluation senior ai ml general advance
SK_00363,model evaluation (junior),ai/ml,general,advanced,,7.85,model evaluation (junior) ai/ml general advanced,model evaluation junior ai ml general advance
SK_00364,model evaluation (expert),ai/ml,general,advanced,,6.46,model evaluation (expert) ai/ml general advanced,model evaluation expert ai ml general advance
SK_00365,model evaluation (intermediate),ai/ml,general,advanced,,7.95,model evaluation (intermediate) ai/ml general advanced,model evaluation intermediate ai ml general advance
SK_00366,session management (advanced),web backend,general,advanced,,7.62,session management (advanced) web backend general advanced,session management advanced web backend general advance
SK_00367,session management (senior),web backend,general,advanced,,7.97,session management (senior) web backend general advanced,session management senior web backend general advance
SK_00368,session management (junior),web backend,general,advanced,,7.48,session management (junior) web backend general advanced,session management junior web backend general advance
SK_00369,session management (expert),web backend,general,advanced,,7.61,session management (expert) web backend general advanced,session management expert web backend general advance
SK_00370,session management (intermediate),web backend,general,advanced,,6.6,session management (intermediate) web backend general advanced,session management intermediate web backend general advance
SK_00371,ci/cd (advanced),cloud & infrastructure,general,advanced,,6.03,ci/cd (advanced) cloud & infrastructure general advanced,ci cd advanced cloud infrastructure general advance
SK_00372,ci/cd (senior),cloud & infrastructure,general,advanced,,6.47,ci/cd (senior) cloud & infrastructure general advanced,ci cd senior cloud infrastructure general advance
SK_00373,ci/cd (junior),cloud & infrastructure,general,advanced,,7.76,ci/cd (junior) cloud & infrastructure general advanced,ci cd junior cloud infrastructure general advance
SK_00374,ci/cd (expert),cloud & infrastructure,general,advanced,,6.0,ci/cd (expert) cloud & infrastructure general advanced,ci cd expert cloud infrastructure general advance
SK_00375,ci/cd (intermediate),cloud & infrastructure,general,advanced,,6.64,ci/cd (intermediate) cloud & infrastructure general advanced,ci cd intermediate cloud infrastructure general advance
SK_00376,owasp (advanced),security,general,advanced,,7.54,owasp (advanced) security general advanced,owasp advanced security general advance
SK_00377,owasp (senior),security,general,advanced,,6.5,owasp (senior) security general advanced,owasp senior security general advance
SK_00378,owasp (junior),security,general,advanced,,7.1,owasp (junior) security general advanced,owasp junior security general advance
SK_00379,owasp (expert),security,general,advanced,,7.16,owasp (expert) security general advanced,owasp expert security general advance
SK_00380,owasp (intermediate),security,general,advanced,,7.92,owasp (intermediate) security general advanced,owasp intermediate security general advance
SK_00381,elk stack (advanced),devops,general,advanced,,6.95,elk stack (advanced) devops general advanced,elk stack advanced devop general advance
SK_00382,elk stack (senior),devops,general,advanced,,6.4,elk stack (senior) devops general advanced,elk stack senior devop general advance
SK_00383,elk stack (junior),devops,general,advanced,,6.38,elk stack (junior) devops general advanced,elk stack junior devop general advance
SK_00384,elk stack (expert),devops,general,advanced,,6.69,elk stack (expert) devops general advanced,elk stack expert devop general advance
SK_00385,elk stack (intermediate),devops,general,advanced,,6.34,elk stack (intermediate) devops general advanced,elk stack intermediate devop general advance
SK_00386,probability (advanced),ai/ml,general,advanced,,7.11,probability (advanced) ai/ml general advanced,probability advanced ai ml general advance
SK_00387,probability (senior),ai/ml,general,advanced,,7.25,probability (senior) ai/ml general advanced,probability senior ai ml general advance
SK_00388,probability (junior),ai/ml,general,advanced,,6.54,probability (junior) ai/ml general advanced,probability junior ai ml general advance
SK_00389,probability (expert),ai/ml,general,advanced,,6.39,probability (expert) ai/ml general advanced,probability expert ai ml general advance
SK_00390,probability (intermediate),ai/ml,general,advanced,,7.8,probability (intermediate) ai/ml general advanced,probability intermediate ai ml general advance
SK_00391,firewalls (advanced),security,general,advanced,,6.34,firewalls (advanced) security general advanced,firewall advanced security general advance
SK_00392,firewalls (senior),security,general,advanced,,6.76,firewalls (senior) security general advanced,firewall senior security general advance
SK_00393,firewalls (junior),security,general,advanced,,6.32,firewalls (junior) security general advanced,firewall junior security general advance
SK_00394,firewalls (expert),security,general,advanced,,6.15,firewalls (expert) security general advanced,firewall expert security general advance
SK_00395,firewalls (intermediate),security,general,advanced,,7.78,firewalls (intermediate) security general advanced,firewall intermediate security general advance
SK_00396,fastapi (advanced),web backend,general,advanced,,6.94,fastapi (advanced) web backend general advanced,fastapi advanced web backend general advance
SK_00397,fastapi (senior),web backend,general,advanced,,7.08,fastapi (senior) web backend general advanced,fastapi senior web backend general advance
SK_00398,fastapi (junior),web backend,general,advanced,,7.06,fastapi (junior) web backend general advanced,fastapi junior web backend general advance
SK_00399,fastapi (expert),web backend,general,advanced,,7.15,fastapi (expert) web backend general advanced,fastapi expert web backend general advance
SK_00400,fastapi (intermediate),web backend,general,advanced,,7.52,fastapi (intermediate) web backend general advanced,fastapi intermediate web backend general advance
SK_00401,terraform (advanced),cloud & infrastructure,general,advanced,,6.01,terraform (advanced) cloud & infrastructure general advanced,terraform advanced cloud infrastructure general advance
SK_00402,terraform (senior),cloud & infrastructure,general,advanced,,6.59,terraform (senior) cloud & infrastructure general advanced,terraform senior cloud infrastructure general advance
SK_00403,terraform (junior),cloud & infrastructure,general,advanced,,6.1,terraform (junior) cloud & infrastructure general advanced,terraform junior cloud infrastructure general advance
SK_00404,terraform (expert),cloud & infrastructure,general,advanced,,6.79,terraform (expert) cloud & infrastructure general advanced,terraform expert cloud infrastructure general advance
SK_00405,terraform (intermediate),cloud & infrastructure,general,advanced,,6.3,terraform (intermediate) cloud & infrastructure general advanced,terraform intermediate cloud infrastructure general advance
SK_00406,statistics (advanced),ai/ml,general,advanced,,6.13,statistics (advanced) ai/ml general advanced,statistic advanced ai ml general advance
SK_00407,statistics (senior),ai/ml,general,advanced,,6.83,statistics (senior) ai/ml general advanced,statistic senior ai ml general advance
SK_00408,statistics (junior),ai/ml,general,advanced,,6.98,statistics (junior) ai/ml general advanced,statistic junior ai ml general advance
SK_00409,statistics (expert),ai/ml,general,advanced,,7.4,statistics (expert) ai/ml general advanced,statistic expert ai ml general advance
SK_00410,statistics (intermediate),ai/ml,general,advanced,,6.34,statistics (intermediate) ai/ml general advanced,statistic intermediate ai ml general advance
SK_00411,load balancing (advanced),cloud & infrastructure,general,advanced,,7.7,load balancing (advanced) cloud & infrastructure general advanced,load balancing advanced cloud infrastructure general advance
SK_00412,load balancing (senior),cloud & infrastructure,general,advanced,,6.86,load balancing (senior) cloud & infrastructure general advanced,load balance senior cloud infrastructure general advance
SK_00413,load balancing (junior),cloud & infrastructure,general,advanced,,6.28,load balancing (junior) cloud & infrastructure general advanced,load balancing junior cloud infrastructure general advance
SK_00414,load balancing (expert),cloud & infrastructure,general,advanced,,6.98,load balancing (expert) cloud & infrastructure general advanced,load balancing expert cloud infrastructure general advance
SK_00415,load balancing (intermediate),cloud & infrastructure,general,advanced,,6.56,load balancing (intermediate) cloud & infrastructure general advanced,load balancing intermediate cloud infrastructure general advance
SK_00416,auto scaling (advanced),cloud & infrastructure,general,advanced,,6.26,auto scaling (advanced) cloud & infrastructure general advanced,auto scaling advanced cloud infrastructure general advance
SK_00417,auto scaling (senior),cloud & infrastructure,general,advanced,,6.82,auto scaling (senior) cloud & infrastructure general advanced,auto scaling senior cloud infrastructure general advance
SK_00418,auto scaling (junior),cloud & infrastructure,general,advanced,,7.06,auto scaling (junior) cloud & infrastructure general advanced,auto scaling junior cloud infrastructure general advance
SK_00419,auto scaling (expert),cloud & infrastructure,general,advanced,,7.87,auto scaling (expert) cloud & infrastructure general advanced,auto scaling expert cloud infrastructure general advance
SK_00420,auto scaling (intermediate),cloud & infrastructure,general,advanced,,7.18,auto scaling (intermediate) cloud & infrastructure general advanced,auto scaling intermediate cloud infrastructure general advance
SK_00421,sre (advanced),devops,general,advanced,,7.11,sre (advanced) devops general advanced,sre advanced devop general advance
SK_00422,sre (senior),devops,general,advanced,,7.01,sre (senior) devops general advanced,sre senior devop general advance
SK_00423,sre (junior),devops,general,advanced,,7.82,sre (junior) devops general advanced,sre junior devop general advance
SK_00424,sre (expert),devops,general,advanced,,6.24,sre (expert) devops general advanced,sre expert devop general advance
SK_00425,sre (intermediate),devops,general,advanced,,6.39,sre (intermediate) devops general advanced,sre intermediate devop general advance
SK_00426,container orchestration (advanced),devops,general,advanced,,7.6,container orchestration (advanced) devops general advanced,container orchestration advanced devop general advance
SK_00427,container orchestration (senior),devops,general,advanced,,6.54,container orchestration (senior) devops general advanced,container orchestration senior devop general advance
SK_00428,container orchestration (junior),devops,general,advanced,,6.68,container orchestration (junior) devops general advanced,container orchestration junior devop general advance
SK_00429,container orchestration (expert),devops,general,advanced,,6.64,container orchestration (expert) devops general advanced,container orchestration expert devop general advance
SK_00430,container orchestration (intermediate),devops,general,advanced,,8.0,container orchestration (intermediate) devops general advanced,container orchestration intermediate devop general advance
SK_00431,tailwind css (advanced),web frontend,general,advanced,,7.11,tailwind css (advanced) web frontend general advanced,tailwind css advanced web frontend general advance
SK_00432,tailwind css (senior),web frontend,general,advanced,,6.61,tailwind css (senior) web frontend general advanced,tailwind css senior web frontend general advance
SK_00433,tailwind css (junior),web frontend,general,advanced,,6.01,tailwind css (junior) web frontend general advanced,tailwind css junior web frontend general advance
SK_00434,tailwind css (expert),web frontend,general,advanced,,6.16,tailwind css (expert) web frontend general advanced,tailwind css expert web frontend general advance
SK_00435,tailwind css (intermediate),web frontend,general,advanced,,7.59,tailwind css (intermediate) web frontend general advanced,tailwind css intermediate web frontend general advance
SK_00436,incident response (advanced),security,general,advanced,,6.95,incident response (advanced) security general advanced,incident response advanced security general advance
SK_00437,incident response (senior),security,general,advanced,,6.29,incident response (senior) security general advanced,incident response senior security general advance
SK_00438,incident response (junior),security,general,advanced,,6.31,incident response (junior) security general advanced,incident response junior security general advance
SK_00439,incident response (expert),security,general,advanced,,6.6,incident response (expert) security general advanced,incident response expert security general advance
SK_00440,incident response (intermediate),security,general,advanced,,6.22,incident response (intermediate) security general advanced,incident response intermediate security general advance
SK_00441,react testing library (advanced),web frontend,general,intermediate,,9.96,react testing library (advanced) web frontend general intermediate,react testing library advanced web frontend general intermediate
SK_00442,react testing library (senior),web frontend,general,intermediate,,9.41,react testing library (senior) web frontend general intermediate,react testing library senior web frontend general intermediate
SK_00443,react testing library (junior),web frontend,general,intermediate,,8.72,react testing library (junior) web frontend general intermediate,react testing library junior web frontend general intermediate
SK_00444,react testing library (expert),web frontend,general,intermediate,,8.73,react testing library (expert) web frontend general intermediate,react testing library expert web frontend general intermediate
SK_00445,react testing library (intermediate),web frontend,general,intermediate,,9.8,react testing library (intermediate) web frontend general intermediate,react testing library intermediate web frontend general intermediate
SK_00446,data pipeline (advanced),data,general,advanced,,7.88,data pipeline (advanced) data general advanced,datum pipeline advanced datum general advance
SK_00447,data pipeline (senior),data,general,advanced,,6.95,data pipeline (senior) data general advanced,datum pipeline senior datum general advance
SK_00448,data pipeline (junior),data,general,advanced,,6.08,data pipeline (junior) data general advanced,datum pipeline junior datum general advance
SK_00449,data pipeline (expert),data,general,advanced,,7.74,data pipeline (expert) data general advanced,data pipeline expert datum general advance
SK_00450,data pipeline (intermediate),data,general,advanced,,7.36,data pipeline (intermediate) data general advanced,datum pipeline intermediate datum general advance
SK_00451,node.js (advanced),web backend,general,advanced,,7.74,node.js (advanced) web backend general advanced,node.js advanced web backend general advance
SK_00452,node.js (senior),web backend,general,advanced,,7.55,node.js (senior) web backend general advanced,node.js senior web backend general advance
SK_00453,node.js (junior),web backend,general,advanced,,6.89,node.js (junior) web backend general advanced,node.js junior web backend general advance
SK_00454,node.js (expert),web backend,general,advanced,,7.41,node.js (expert) web backend general advanced,node.js expert web backend general advance
SK_00455,node.js (intermediate),web backend,general,advanced,,6.16,node.js (intermediate) web backend general advanced,node.js intermediate web backend general advance
SK_00456,power bi (advanced),data,general,advanced,,7.99,power bi (advanced) data general advanced,power bi advanced datum general advance
SK_00457,power bi (senior),data,general,advanced,,7.61,power bi (senior) data general advanced,power bi senior datum general advance
SK_00458,power bi (junior),data,general,advanced,,7.37,power bi (junior) data general advanced,power bi junior datum general advance
SK_00459,power bi (expert),data,general,advanced,,6.55,power bi (expert) data general advanced,power bi expert datum general advance
SK_00460,power bi (intermediate),data,general,advanced,,7.06,power bi (intermediate) data general advanced,power bi intermediate datum general advance
SK_00461,computer vision (advanced),ai/ml,general,advanced,,7.81,computer vision (advanced) ai/ml general advanced,computer vision advanced ai ml general advance
SK_00462,computer vision (senior),ai/ml,general,advanced,,7.25,computer vision (senior) ai/ml general advanced,computer vision senior ai ml general advance
SK_00463,computer vision (junior),ai/ml,general,advanced,,7.82,computer vision (junior) ai/ml general advanced,computer vision junior ai ml general advance
SK_00464,computer vision (expert),ai/ml,general,advanced,,6.96,computer vision (expert) ai/ml general advanced,computer vision expert ai ml general advance
SK_00465,computer vision (intermediate),ai/ml,general,advanced,,7.08,computer vision (intermediate) ai/ml general advanced,computer vision intermediate ai ml general advance
SK_00466,logging (advanced),cloud & infrastructure,general,advanced,,7.71,logging (advanced) cloud & infrastructure general advanced,log advanced cloud infrastructure general advance
SK_00467,logging (senior),cloud & infrastructure,general,advanced,,6.79,logging (senior) cloud & infrastructure general advanced,log senior cloud infrastructure general advance
SK_00468,logging (junior),cloud & infrastructure,general,advanced,,6.03,logging (junior) cloud & infrastructure general advanced,logging junior cloud infrastructure general advance
SK_00469,logging (expert),cloud & infrastructure,general,advanced,,6.09,logging (expert) cloud & infrastructure general advanced,logging expert cloud infrastructure general advance
SK_00470,logging (intermediate),cloud & infrastructure,general,advanced,,7.62,logging (intermediate) cloud & infrastructure general advanced,log intermediate cloud infrastructure general advance
SK_00471,webpack (advanced),web frontend,general,advanced,,6.15,webpack (advanced) web frontend general advanced,webpack advanced web frontend general advance
SK_00472,webpack (senior),web frontend,general,advanced,,6.27,webpack (senior) web frontend general advanced,webpack senior web frontend general advance
SK_00473,webpack (junior),web frontend,general,advanced,,6.94,webpack (junior) web frontend general advanced,webpack junior web frontend general advance
SK_00474,webpack (expert),web frontend,general,advanced,,6.81,webpack (expert) web frontend general advanced,webpack expert web frontend general advance
SK_00475,webpack (intermediate),web frontend,general,advanced,,7.76,webpack (intermediate) web frontend general advanced,webpack intermediate web frontend general advance
SK_00476,google cloud platform (advanced),web backend,general,advanced,,7.56,google cloud platform (advanced) web backend general advanced,google cloud platform advanced web backend general advance
SK_00477,google cloud platform (senior),web backend,general,advanced,,7.37,google cloud platform (senior) web backend general advanced,google cloud platform senior web backend general advance
SK_00478,google cloud platform (junior),web backend,general,advanced,,6.41,google cloud platform (junior) web backend general advanced,google cloud platform junior web backend general advance
