job_id,job_title,field,industry,experience_level,education_required,required_skills,preferred_skills,job_type,location,salary_min,salary_max,remote_option,description
JOB_00369,Senior Data Engineer,Senior,Logistics,Junior,Master,Power BI;GraphQL;Time Management;Model Evaluation;RESTful APIs,OWASP;Vue.js;Python,Full-time,"Karachi, Pakistan",2000,5000,On-site,Seeking Senior Data Engineer with skills: Power BI;GraphQL;Time Manageme
JOB_00370,Technical Lead,Technical,Retail,Junior,Bachelor,Azure;TensorFlow;Docker;Security Compliance;Jenkins,Scikit-learn;Go;Looker,Hybrid,"Mumbai, India",2000,5000,On-site,Seeking Technical Lead with skills: Azure;TensorFlow;Docker;Securi
JOB_00371,Infrastructure Engineer,Infrastructure,InsurTech,Mid-level,Any,AWS;Auto Scaling;Hyperparameter Tuning;TypeScript;SRE,Cryptography;Go;Infrastructure as Code,Contract,"Peshawar, Pakistan",5000,10000,Remote,Seeking Infrastructure Engineer with skills: AWS;Auto Scaling;Hyperparamete
JOB_00372,Backend Engineer,Backend,Energy,Mid-level,Master,Tailwind CSS;Prometheus;OAuth;Azure;FastAPI,Cost Optimization;Next.js;SSL/TLS,Contract,"Rawalpindi, Pakistan",5000,10000,On-site,Seeking Backend Engineer with skills: Tailwind CSS;Prometheus;OAuth;
JOB_00373,CTO,CTO,Automotive,Lead,Master,React Testing Library;GitLab CI;Django;Apache Flink;Big Data,Cloud Security;GitLab CI;Neural Networks,Contract,"Mumbai, India",15000,30000,On-site,Seeking CTO with skills: React Testing Library;GitLab C
JOB_00374,Kubernetes Engineer,Kubernetes,Travel,Lead,Master,SQL;Cloud Security;MySQL;Microservices;Django,OAuth;Auto Scaling;API Gateway,Hybrid,"Islamabad, Pakistan",15000,30000,On-site,Seeking Kubernetes Engineer with skills: SQL;Cloud Security;MySQL;Micro
JOB_00375,Python Developer,Python,Retail,Senior,Master,Cloud Architecture;Monitoring Tools;JWT;Vite;Responsive Design,Time Management;Deep Learning;Jenkins,Hybrid,"Sydney, Australia",10000,20000,On-site,Seeking Python Developer with skills: Cloud Architecture;Monitoring 
JOB_00376,Senior DevOps Engineer,Senior,Technology,Mid-level,Master,Authentication;Monitoring;Observability;Data Science;ETL,Elasticsearch;Jenkins;Observability,Hybrid,Singapore,5000,10000,Remote,Seeking Senior DevOps Engineer with skills: Authentication;Monitoring;Obse
JOB_00377,Games Engineer,Games,Automotive,Senior,Master,Observability;Zustand;Python Scripting;Mentoring;React,JavaScript;Team Collaboration;Bash,Hybrid,"Quetta, Pakistan",10000,20000,Hybrid,Seeking Games Engineer with skills: Observability;Zustand;Python S
JOB_00378,QA Engineer,QA,Education,Junior,Any,Bootstrap;Web Accessibility;Big Data;Jest;GitHub Actions,Data Visualization;Django;Go,Hybrid,"Boston, USA",7000,17500,Hybrid,Seeking QA Engineer with skills: Bootstrap;Web Accessibility;Bi
JOB_00379,NLP Engineer,NLP,Retail,Mid-level,Any,Database Management;SRE;Responsive Design;React Testing Library;Observability,Power BI;Node.js;Jenkins,Hybrid,"Karachi, Pakistan",5000,10000,On-site,Seeking NLP Engineer with skills: Database Management;SRE;Respon
JOB_00380,Full Stack Developer,Full,SaaS,Senior,Any,Machine Learning;Vulnerability Assessment;Next.js;Hadoop;Logging,Svelte;Team Collaboration;Service Mesh,Full-time,"Dubai, UAE",10000,20000,Hybrid,Seeking Full Stack Developer with skills: Machine Learning;Vulnerability
JOB_00381,Cloud Security Engineer,Cloud,Gaming,Senior,Master,Firewalls;Java;Team Collaboration;DevOps;SSL/TLS,Go;Statistics;NLP,Hybrid,"Sydney, Australia",10000,20000,Remote,Seeking Cloud Security Engineer with skills: Firewalls;Java;Team Collaborat
JOB_00382,Python Developer,Python,Retail,Senior,Bachelor,Project Management;Mentoring;Azure;Transformers;JavaScript,Data Pipeline;Next.js;Flask,Hybrid,"Toronto, Canada",25000,50000,Remote,Seeking Python Developer with skills: Project Management;Mentoring;A
JOB_00383,Computer Vision Engineer,Computer,Real Estate,Senior,Any,Cryptography;Looker;Time Management;RESTful APIs;Team Collaboration,Nuxt.js;SRE;Rust,Contract,Singapore,10000,20000,On-site,Seeking Computer Vision Engineer with skills: Cryptography;Looker;Time Manag
JOB_00384,Application Security Engineer,Application,Real Estate,Lead,Bachelor,JavaScript;Threat Modeling;Data Science;Python;Rust,Microservices;Redux;Grafana,Contract,"Dubai, UAE",15000,30000,Hybrid,Seeking Application Security Engineer with skills: JavaScript;Threat Modeling;Dat
JOB_00385,AI Research Scientist,AI,EdTech,Senior,Bachelor,Web Accessibility;GDPR;Leadership;Firewalls;Load Balancing,Jenkins;Auto Scaling;Presto,Contract,"Lahore, Pakistan",10000,20000,Hybrid,Seeking AI Research Scientist with skills: Web Accessibility;GDPR;Leaders
JOB_00386,AI Research Scientist,AI,Logistics,Lead,Bachelor,Authentication;Network Security;SOC 2;RESTful APIs;GDPR,Flask;Vue.js;Leadership,Hybrid,"Multan, Pakistan",15000,30000,Hybrid,Seeking AI Research Scientist with skills: Authentication;Network Securit
JOB_00387,Analytics Engineer,Analytics,InsurTech,Mid-level,Any,Deep Learning;Stream Processing;Database Management;Python;Incident Response,JavaScript;Redux;Prometheus,Full-time,"Karachi, Pakistan",5000,10000,Hybrid,Seeking Analytics Engineer with skills: Deep Learning;Stream Processin
JOB_00388,Cloud Architect,Cloud,Logistics,Mid-level,Any,Python;Security Compliance;Scikit-learn;Linux;Kubernetes,Apache Flink;Hyperparameter Tuning;Rust,Full-time,"Multan, Pakistan",5000,10000,On-site,Seeking Cloud Architect with skills: Python;Security Compliance;Sci
JOB_00389,React Developer,React,Fintech,Senior,Any,BERT;Responsive Design;Hadoop;Database Management;Apache Flink,Feature Engineering;Jest;Bootstrap,Full-time,"Faisalabad, Pakistan",10000,20000,Remote,Seeking React Developer with skills: BERT;Responsive Design;Hadoop;
JOB_00390,Senior Data Engineer,Senior,Telecommunications,Mid-level,Master,Go;GitLab CI;Performance Optimization;Authorization;MySQL,LLM;Leadership;Computer Vision,Full-time,"Boston, USA",17500,35000,Remote,Seeking Senior Data Engineer with skills: Go;GitLab CI;Performance Optim
JOB_00391,Senior QA Engineer,Senior,Retail,Mid-level,Bachelor,Material UI;Django;Flask;Linux;Vue.js,Auto Scaling;Leadership;Cloud Security,Full-time,"Seattle, USA",17500,35000,Remote,Seeking Senior QA Engineer with skills: Material UI;Django;Flask;Linux
JOB_00392,Cloud Security Engineer,Cloud,Energy,Senior,Any,Redux;Elasticsearch;Authorization;Hyperparameter Tuning;Security Architecture,Java;Vulnerability Assessment;JWT,Full-time,"Faisalabad, Pakistan",10000,20000,Remote,Seeking Cloud Security Engineer with skills: Redux;Elasticsearch;Authorizat
JOB_00393,Data Scientist,Data,Real Estate,Junior,Master,Monitoring Tools;Google Cloud Platform;MongoDB;API Gateway;React Testing Library,Configuration Management;GitLab CI;Docker,Full-time,"Seattle, USA",7000,17500,On-site,Seeking Data Scientist with skills: Monitoring Tools;Google Cloud 
JOB_00394,Senior DevOps Engineer,Senior,Technology,Junior,Master,Machine Learning;Security Compliance;MongoDB;Database Management;GDPR,Bootstrap;Probability;API Gateway,Full-time,"Islamabad, Pakistan",2000,5000,Remote,Seeking Senior DevOps Engineer with skills: Machine Learning;Security Comp
JOB_00395,NLP Engineer,NLP,Education,Mid-level,Any,Infrastructure as Code;Authorization;Negotiation;Project Management;Stream Processing,Project Management;Azure;Configuration Management,Full-time,"Quetta, Pakistan",5000,10000,On-site,Seeking NLP Engineer with skills: Infrastructure as Code;Authori
JOB_00396,Data Engineer,Data,Finance,Senior,Bachelor,Machine Learning;Penetration Testing;Vulnerability Assessment;HTML/CSS;Authentication,SOC 2;Microservices;Angular,Full-time,Hong Kong,10000,20000,On-site,Seeking Data Engineer with skills: Machine Learning;Penetration T
JOB_00397,CTO,CTO,Education,Junior,Bachelor,Cost Optimization;Flask;Negotiation;Database Management;Threat Modeling,Security Compliance;Prometheus;Kafka,Hybrid,"Islamabad, Pakistan",2000,5000,On-site,Seeking CTO with skills: Cost Optimization;Flask;Negoti
JOB_00398,Senior Data Engineer,Senior,Transportation,Junior,Master,Google Cloud Platform;MySQL;Redis;Time Management;Transformers,Reinforcement Learning;Neural Networks;Cost Optimization,Full-time,"New York, USA",7000,17500,Hybrid,Seeking Senior Data Engineer with skills: Google Cloud Platform;MySQL;Re
JOB_00399,DevOps Engineer,DevOps,Transportation,Mid-level,Bachelor,Deep Learning;Express;Apache Spark;Redis;Data Pipeline,Go;Vulnerability Assessment;Node.js,Contract,"Lahore, Pakistan",5000,10000,Hybrid,Seeking DevOps Engineer with skills: Deep Learning;Express;Apache S
JOB_00400,VP of Engineering,VP,Energy,Lead,Any,ELK Stack;Cloud Architecture;Hadoop;Authorization;React Testing Library,Team Collaboration;Material UI;Vulnerability Assessment,Hybrid,"Amsterdam, Netherlands",15000,30000,On-site,Seeking VP of Engineering with skills: ELK Stack;Cloud Architecture;H
JOB_00401,Technical Lead,Technical,Transportation,Junior,Any,Neural Networks;PyTorch;GDPR;Vue.js;NLP,OAuth;HTML/CSS;Threat Modeling,Hybrid,"Bangalore, India",2000,5000,Hybrid,Seeking Technical Lead with skills: Neural Networks;PyTorch;GDPR;V
JOB_00402,Cloud Security Engineer,Cloud,InsurTech,Senior,Bachelor,Deep Learning;SOC 2;Infrastructure as Code;GitLab CI;Power BI,JavaScript;OAuth;Session Management,Contract,"Bangkok, Thailand",10000,20000,Remote,Seeking Cloud Security Engineer with skills: Deep Learning;SOC 2;Infrastruc
JOB_00403,Network Engineer,Network,EdTech,Senior,Any,Keras;Webpack;Infrastructure Automation;Vite;Container Orchestration,Material UI;Monitoring Tools;Infrastructure Automation,Hybrid,"Multan, Pakistan",10000,20000,On-site,Seeking Network Engineer with skills: Keras;Webpack;Infrastructure A
JOB_00404,Analytics Engineer,Analytics,Travel,Lead,Bachelor,Application Security;Incident Response;Container Orchestration;Logging;Python Scripting,Kubernetes;Vulnerability Assessment;Infrastructure Automation,Contract,"Faisalabad, Pakistan",15000,30000,Remote,Seeking Analytics Engineer with skills: Application Security;Incident 
JOB_00405,Senior Security Engineer,Senior,InsurTech,Mid-level,Master,Go;Infrastructure Automation;Tailwind CSS;SRE;Angular,Bootstrap;TypeScript;Google Cloud Platform,Contract,"Karachi, Pakistan",5000,10000,Hybrid,Seeking Senior Security Engineer with skills: Go;Infrastructure Automation;T
JOB_00406,Penetration Tester,Penetration,Technology,Junior,Bachelor,Database Management;Negotiation;Hyperparameter Tuning;Jenkins;GPT,Cloud Security;Infrastructure Automation;Mentoring,Full-time,"Faisalabad, Pakistan",2000,5000,Remote,Seeking Penetration Tester with skills: Database Management;Negotiatio
JOB_00407,Senior Backend Engineer,Senior,Real Estate,Junior,Bachelor,Computer Vision;JavaScript;Penetration Testing;API Gateway;FastAPI,Monitoring;Vulnerability Assessment;Message Queues,Contract,"Islamabad, Pakistan",2000,5000,On-site,Seeking Senior Backend Engineer with skills: Computer Vision;JavaScript;Pen
JOB_00408,Analytics Engineer,Analytics,Retail,Senior,Any,Reinforcement Learning;Cloud Security;Flask;Monitoring Tools;Node.js,Jest;HTML/CSS;Configuration Management,Full-time,"Austin, USA",35000,70000,Remote,Seeking Analytics Engineer with skills: Reinforcement Learning;Cloud S
JOB_00409,ML Ops Engineer,ML,Travel,Senior,Bachelor,Scikit-learn;Tailwind CSS;Big Data;Azure;Cryptography,Django;Problem Solving;Stream Processing,Contract,"Vancouver, Canada",25000,50000,On-site,Seeking ML Ops Engineer with skills: Scikit-learn;Tailwind CSS;Big 
JOB_00410,Director of Engineering,Director,Retail,Senior,Master,Bash;Infrastructure as Code;Statistics;Kubernetes;Project Management,GPT;Data Science;Negotiation,Full-time,"Quetta, Pakistan",10000,20000,Remote,Seeking Director of Engineering with skills: Bash;Infrastructure as Code;St
JOB_00411,Security Engineer,Security,Travel,Junior,Master,Redux;Database Management;Jest;Stream Processing;Message Queues,Probability;Data Science;Monitoring,Contract,"London, UK",5000,12500,On-site,Seeking Security Engineer with skills: Redux;Database Management;Jest
JOB_00412,Site Reliability Engineer,Site,EdTech,Mid-level,Master,Angular;Load Balancing;Leadership;Bootstrap;Terraform,Redis;ETL;JavaScript,Contract,"Bangkok, Thailand",5000,10000,Hybrid,Seeking Site Reliability Engineer with skills: Angular;Load Balancing;Leaders
JOB_00413,Data Engineer,Data,Media,Junior,Master,Negotiation;Responsive Design;Network Security;Elasticsearch;Material UI,Python;Agile/Scrum;Probability,Full-time,"Berlin, Germany",5000,12500,Hybrid,Seeking Data Engineer with skills: Negotiation;Responsive Design;
JOB_00414,Python Developer,Python,Logistics,Lead,Master,Incident Response;Authentication;JavaScript;Google Cloud Platform;CI/CD,Monitoring Tools;Security Compliance;Python,Contract,"Peshawar, Pakistan",15000,30000,On-site,Seeking Python Developer with skills: Incident Response;Authenticati
JOB_00415,CTO,CTO,Technology,Mid-level,Master,Database Management;Svelte;Big Data;Feature Engineering;Tailwind CSS,Threat Modeling;Big Data;Data Science,Full-time,"Austin, USA",17500,35000,On-site,Seeking CTO with skills: Database Management;Svelte;Big
JOB_00416,Software Architect,Software,E-commerce,Senior,Bachelor,Observability;Python Scripting;Web Accessibility;Probability;Auto Scaling,AWS;Scikit-learn;Grafana,Contract,"Austin, USA",35000,70000,Hybrid,Seeking Software Architect with skills: Observability;Python Scripting
JOB_00417,Senior Frontend Engineer,Senior,Real Estate,Senior,Any,Deep Learning;Tableau;ETL;Security Architecture;Next.js,SRE;HTML/CSS;Bash,Contract,"Manchester, UK",25000,50000,Remote,Seeking Senior Frontend Engineer with skills: Deep Learning;Tableau;ETL;Secu
JOB_00418,Product Manager,Product,Retail,Junior,Bachelor,CI/CD;Hyperparameter Tuning;Kafka;Go;GPT,Python;Reinforcement Learning;SOC 2,Contract,"Vancouver, Canada",5000,12500,Remote,Seeking Product Manager with skills: CI/CD;Hyperparameter Tuning;Ka
JOB_00419,Test Architect,Test,SaaS,Lead,Bachelor,Time Management;Critical Thinking;Message Queues;Nuxt.js;Webpack,Session Management;Communication;Looker,Contract,"Quetta, Pakistan",15000,30000,Hybrid,Seeking Test Architect with skills: Time Management;Critical Think
JOB_00420,Automation Engineer,Automation,Transportation,Senior,Master,Power BI;ELK Stack;Threat Modeling;Load Balancing;Message Queues,Firewalls;API Gateway;Computer Vision,Full-time,"Lahore, Pakistan",10000,20000,Remote,Seeking Automation Engineer with skills: Power BI;ELK Stack;Threat Mode
JOB_00421,Product Manager,Product,Automotive,Lead,Bachelor,GDPR;AWS;Angular;Threat Modeling;Probability,Authentication;Nuxt.js;Deep Learning,Hybrid,"Bangalore, India",15000,30000,Hybrid,Seeking Product Manager with skills: GDPR;AWS;Angular;Threat Modeli
JOB_00422,Application Security Engineer,Application,Fintech,Mid-level,Bachelor,Problem Solving;Redis;Monitoring Tools;Threat Modeling;Next.js,Terraform;Statistics;JWT,Hybrid,"Chicago, USA",17500,35000,Hybrid,Seeking Application Security Engineer with skills: Problem Solving;Redis;Monitori
JOB_00423,Computer Vision Engineer,Computer,Media,Lead,Bachelor,Cloud Architecture;GraphQL;Critical Thinking;Stream Processing;React,Cost Optimization;Agile/Scrum;Big Data,Hybrid,Singapore,15000,30000,Hybrid,Seeking Computer Vision Engineer with skills: Cloud Architecture;GraphQL;Cri
JOB_00424,Software Architect,Software,Fintech,Senior,Any,Docker;Critical Thinking;Microservices;Hyperparameter Tuning;Linux,Machine Learning;Jest;Elasticsearch,Contract,"Miami, USA",35000,70000,Hybrid,Seeking Software Architect with skills: Docker;Critical Thinking;Micro
JOB_00425,Cloud Architect,Cloud,Automotive,Junior,Master,Data Pipeline;Apache Spark;JavaScript;React;Power BI,Python Scripting;MongoDB;Critical Thinking,Contract,"Miami, USA",7000,17500,Remote,Seeking Cloud Architect with skills: Data Pipeline;Apache Spark;Jav
JOB_00426,Kubernetes Engineer,Kubernetes,InsurTech,Lead,Any,Cost Optimization;Penetration Testing;RESTful APIs;Performance Optimization;Looker,API Gateway;Problem Solving;GPT,Hybrid,Singapore,15000,30000,Remote,Seeking Kubernetes Engineer with skills: Cost Optimization;Penetration 
JOB_00427,Data Engineer,Data,Education,Senior,Any,Adaptability;Vulnerability Assessment;LLM;API Gateway;SRE,Zustand;Critical Thinking;Hyperparameter Tuning,Hybrid,"New York, USA",35000,70000,Hybrid,Seeking Data Engineer with skills: Adaptability;Vulnerability Ass
JOB_00428,Senior Security Engineer,Senior,Logistics,Senior,Bachelor,Critical Thinking;Model Evaluation;Next.js;Hadoop;Incident Response,ELK Stack;Penetration Testing;Redis,Full-time,"Peshawar, Pakistan",10000,20000,Remote,Seeking Senior Security Engineer with skills: Critical Thinking;Model Evalua
JOB_00429,Full Stack Developer,Full,Retail,Senior,Any,GraphQL;Hadoop;Observability;Data Warehouse;Nuxt.js,Incident Response;Responsive Design;SSL/TLS,Contract,"Portland, USA",35000,70000,Hybrid,Seeking Full Stack Developer with skills: GraphQL;Hadoop;Observability;D
JOB_00430,Test Architect,Test,Technology,Junior,Any,Configuration Management;Zustand;Apache Spark;Bootstrap;Service Mesh,Data Visualization;Power BI;AWS,Hybrid,"Rawalpindi, Pakistan",2000,5000,Hybrid,Seeking Test Architect with skills: Configuration Management;Zusta
JOB_00431,Data Architect,Data,Energy,Lead,Master,Webpack;GPT;Looker;Machine Learning;Hive,Webpack;Machine Learning;BERT,Contract,"Chicago, USA",52500,105000,On-site,Seeking Data Architect with skills: Webpack;GPT;Looker;Machine Lea
JOB_00432,Big Data Engineer,Big,Education,Junior,Master,Critical Thinking;Microservices;JWT;Presto;Infrastructure Automation,JavaScript;Agile/Scrum;Next.js,Contract,"Manchester, UK",5000,12500,On-site,Seeking Big Data Engineer with skills: Critical Thinking;Microservice
JOB_00433,Systems Engineer,Systems,Manufacturing,Lead,Bachelor,Prometheus;Observability;Probability;Next.js;Vite,Data Warehouse;Bootstrap;OAuth,Full-time,"Dubai, UAE",15000,30000,On-site,Seeking Systems Engineer with skills: Prometheus;Observability;Proba
JOB_00434,Data Architect,Data,Fintech,Junior,Any,MongoDB;JWT;Load Balancing;Authentication;Go,Time Management;Next.js;API Gateway,Full-time,"Austin, USA",7000,17500,Hybrid,Seeking Data Architect with skills: MongoDB;JWT;Load Balancing;Aut
JOB_00435,Cloud Security Engineer,Cloud,Travel,Lead,Master,ISO 27001;Tailwind CSS;ETL;React;Machine Learning,CI/CD;GitHub Actions;Logging,Contract,"Lahore, Pakistan",15000,30000,Remote,Seeking Cloud Security Engineer with skills: ISO 27001;Tailwind CSS;ETL;Rea
JOB_00436,Test Architect,Test,Real Estate,Senior,Bachelor,GPT;Java;SSL/TLS;ISO 27001;Penetration Testing,Go;Angular;Machine Learning,Contract,"Rawalpindi, Pakistan",10000,20000,Hybrid,Seeking Test Architect with skills: GPT;Java;SSL/TLS;ISO 27001;Pen
JOB_00437,AI Research Scientist,AI,Education,Mid-level,Any,Microservices;Express;Agile/Scrum;Load Balancing;JavaScript,Node.js;Go;Angular,Contract,"Toronto, Canada",12500,25000,Hybrid,Seeking AI Research Scientist with skills: Microservices;Express;Agile/Sc
JOB_00438,Incident Response Engineer,Incident,SaaS,Senior,Master,Microservices;PostgreSQL;FastAPI;Time Management;Configuration Management,Feature Engineering;Next.js;Power BI,Full-time,"Los Angeles, USA",35000,70000,On-site,Seeking Incident Response Engineer with skills: Microservices;PostgreSQL;FastA
JOB_00439,Senior Security Engineer,Senior,Real Estate,Senior,Master,Statistics;Team Collaboration;Tailwind CSS;Cryptography;Vulnerability Assessment,Redux;ETL;Vulnerability Assessment,Full-time,"Toronto, Canada",25000,50000,Remote,Seeking Senior Security Engineer with skills: Statistics;Team Collaboration;
JOB_00440,Node.js Developer,Node.js,Manufacturing,Senior,Master,Model Evaluation;GPT;Problem Solving;JWT;Incident Response,Vite;SRE;Data Pipeline,Contract,"Boston, USA",35000,70000,On-site,Seeking Node.js Developer with skills: Model Evaluation;GPT;Problem S
JOB_00441,Data Architect,Data,Logistics,Junior,Master,NLP;Logging;Leadership;Apache Flink;Model Evaluation,Hyperparameter Tuning;Redux;Database Management,Hybrid,Hong Kong,2000,5000,Remote,Seeking Data Architect with skills: NLP;Logging;Leadership;Apache 
JOB_00442,Senior QA Engineer,Senior,EdTech,Lead,Master,Firewalls;Team Collaboration;Incident Response;Data Visualization;Load Balancing,GPT;Terraform;Data Warehouse,Hybrid,"Portland, USA",52500,105000,Hybrid,Seeking Senior QA Engineer with skills: Firewalls;Team Collaboration;I
JOB_00443,Cloud Security Engineer,Cloud,Education,Mid-level,Any,Apache Spark;GitLab CI;Security Architecture;Vue.js;Stream Processing,Machine Learning;Big Data;Next.js,Hybrid,"Boston, USA",17500,35000,Remote,Seeking Cloud Security Engineer with skills: Apache Spark;GitLab CI;Securit
JOB_00444,Frontend Engineer,Frontend,Travel,Mid-level,Master,Data Pipeline;Express;AWS;Negotiation;Apache Flink,TensorFlow;Cloud Architecture;Java,Contract,"Portland, USA",17500,35000,Remote,Seeking Frontend Engineer with skills: Data Pipeline;Express;AWS;Nego
JOB_00445,NLP Engineer,NLP,Real Estate,Senior,Bachelor,Leadership;React Testing Library;Webpack;TypeScript;Data Warehouse,Model Evaluation;OWASP;Project Management,Full-time,"Amsterdam, Netherlands",10000,20000,On-site,Seeking NLP Engineer with skills: Leadership;React Testing Libra
JOB_00446,VP of Engineering,VP,Retail,Senior,Any,HTML/CSS;SOC 2;Monitoring Tools;Webpack;Microservices,Python Scripting;Communication;Terraform,Full-time,"Portland, USA",35000,70000,Hybrid,Seeking VP of Engineering with skills: HTML/CSS;SOC 2;Monitoring Tool
JOB_00447,Systems Engineer,Systems,Education,Junior,Any,OAuth;Transformers;Cost Optimization;Azure;Tailwind CSS,Stream Processing;LLM;React,Full-time,Hong Kong,2000,5000,Remote,Seeking Systems Engineer with skills: OAuth;Transformers;Cost Optimi
JOB_00448,Application Security Engineer,Application,Automotive,Junior,Any,Prometheus;Vite;Google Cloud Platform;JWT;Vue.js,Big Data;Jest;Load Balancing,Full-time,"Portland, USA",7000,17500,Hybrid,Seeking Application Security Engineer with skills: Prometheus;Vite;Google Cloud P
JOB_00449,Product Manager,Product,Fintech,Senior,Any,OWASP;Hive;Material UI;Data Pipeline;Reinforcement Learning,Hadoop;Webpack;Reinforcement Learning,Contract,"Faisalabad, Pakistan",10000,20000,On-site,Seeking Product Manager with skills: OWASP;Hive;Material UI;Data Pi
JOB_00450,Solutions Engineer,Solutions,InsurTech,Mid-level,Any,Computer Vision;Team Collaboration;Session Management;Cloud Security;Vite,Penetration Testing;Kubernetes;Configuration Management,Full-time,"Faisalabad, Pakistan",5000,10000,On-site,Seeking Solutions Engineer with skills: Computer Vision;Team Collabora
JOB_00451,VP of Engineering,VP,Travel,Lead,Bachelor,JWT;Terraform;Cloud Architecture;Jenkins;Application Security,Express;Next.js;Network Security,Contract,"Austin, USA",52500,105000,On-site,Seeking VP of Engineering with skills: JWT;Terraform;Cloud Architectu
JOB_00452,Incident Response Engineer,Incident,Logistics,Senior,Master,Big Data;Negotiation;GitHub Actions;MongoDB;Presto,Incident Response;SQL;Critical Thinking,Contract,"Austin, USA",35000,70000,Hybrid,Seeking Incident Response Engineer with skills: Big Data;Negotiation;GitHub Ac
JOB_00453,NLP Engineer,NLP,Automotive,Senior,Bachelor,Neural Networks;Database Management;GitHub Actions;GitLab CI;React,JavaScript;Cloud Security;TensorFlow,Hybrid,"Islamabad, Pakistan",10000,20000,Hybrid,Seeking NLP Engineer with skills: Neural Networks;Database Manag
JOB_00454,Analytics Engineer,Analytics,Fintech,Senior,Bachelor,Observability;OWASP;RESTful APIs;Probability;Data Science,Apache Flink;Cloud Architecture;HTML/CSS,Contract,Singapore,10000,20000,Remote,Seeking Analytics Engineer with skills: Observability;OWASP;RESTful AP
JOB_00455,Big Data Engineer,Big,E-commerce,Lead,Master,ELK Stack;Grafana;Responsive Design;Time Management;Nuxt.js,Problem Solving;GPT;ETL,Hybrid,"Islamabad, Pakistan",15000,30000,Remote,Seeking Big Data Engineer with skills: ELK Stack;Grafana;Responsive D
JOB_00456,AWS Solutions Architect,AWS,Education,Junior,Bachelor,Vulnerability Assessment;SSL/TLS;SQL;Docker;Python,ISO 27001;Apache Flink;Vite,Contract,"Toronto, Canada",5000,12500,On-site,Seeking AWS Solutions Architect with skills: Vulnerability Assessment;SSL/T
JOB_00457,Games Engineer,Games,Transportation,Lead,Master,Presto;JavaScript;Security Architecture;Agile/Scrum;Statistics,Hadoop;Docker;Azure,Contract,"Faisalabad, Pakistan",15000,30000,Hybrid,Seeking Games Engineer with skills: Presto;JavaScript;Security Arc
JOB_00458,Analytics Engineer,Analytics,Fintech,Mid-level,Bachelor,GitLab CI;Terraform;Scikit-learn;Kafka;OAuth,Application Security;OAuth;Data Science,Full-time,"Seattle, USA",17500,35000,On-site,Seeking Analytics Engineer with skills: GitLab CI;Terraform;Scikit-lea
JOB_00459,Data Scientist,Data,Transportation,Senior,Any,DevOps;Prometheus;Container Orchestration;Threat Modeling;Data Visualization,API Gateway;React Testing Library;Performance Optimization,Full-time,"Bangalore, India",10000,20000,Remote,Seeking Data Scientist with skills: DevOps;Prometheus;Container Or
JOB_00460,Data Architect,Data,Real Estate,Mid-level,Any,Python Scripting;Tableau;AWS;Penetration Testing;Keras,Authorization;Python Scripting;Bash,Full-time,"New York, USA",17500,35000,Hybrid,Seeking Data Architect with skills: Python Scripting;Tableau;AWS;P
JOB_00461,Incident Response Engineer,Incident,Education,Junior,Master,Microservices;Time Management;Redux;Data Visualization;Observability,Communication;Negotiation;Tableau,Full-time,"San Francisco, USA",7000,17500,Hybrid,Seeking Incident Response Engineer with skills: Microservices;Time Management;
JOB_00462,Network Engineer,Network,Technology,Lead,Any,Zustand;Data Visualization;GPT;SSL/TLS;Network Security,SSL/TLS;Critical Thinking;GDPR,Hybrid,"Lahore, Pakistan",15000,30000,Hybrid,Seeking Network Engineer with skills: Zustand;Data Visualization;GPT
JOB_00463,CTO,CTO,Media,Junior,Bachelor,ETL;Hyperparameter Tuning;Time Management;Cloud Security;TypeScript,Stream Processing;Leadership;Firewalls,Contract,"Amsterdam, Netherlands",2000,5000,Hybrid,Seeking CTO with skills: ETL;Hyperparameter Tuning;Time
JOB_00464,QA Engineer,QA,Telecommunications,Junior,Bachelor,Nuxt.js;Responsive Design;Cost Optimization;Auto Scaling;SSL/TLS,GitLab CI;MongoDB;Security Compliance,Full-time,"Sydney, Australia",2000,5000,Remote,Seeking QA Engineer with skills: Nuxt.js;Responsive Design;Cost
JOB_00465,AWS Solutions Architect,AWS,Gaming,Junior,Any,Python;Machine Learning;Communication;Python Scripting;Docker,Material UI;TypeScript;Web Accessibility,Full-time,"Peshawar, Pakistan",2000,5000,Remote,Seeking AWS Solutions Architect with skills: Python;Machine Learning;Commun
JOB_00466,Senior Machine Learning Engineer,Senior,InsurTech,Lead,Master,Authentication;Cryptography;SOC 2;Mentoring;Looker,Tailwind CSS;Next.js;AWS,Hybrid,"Manchester, UK",37500,75000,On-site,Seeking Senior Machine Learning Engineer with skills: Authentication;Cryptography;SO
JOB_00467,Computer Vision Engineer,Computer,Media,Mid-level,Any,Transformers;Go;React;ELK Stack;Neural Networks,Django;MongoDB;FastAPI,Contract,"Quetta, Pakistan",5000,10000,On-site,Seeking Computer Vision Engineer with skills: Transformers;Go;React;ELK Stac
JOB_00468,Senior DevOps Engineer,Senior,Energy,Lead,Any,Hive;Data Visualization;ISO 27001;Project Management;Critical Thinking,Container Orchestration;Data Visualization;Hyperparameter Tuning,Full-time,"Mumbai, India",15000,30000,On-site,Seeking Senior DevOps Engineer with skills: Hive;Data Visualization;ISO 27
