mapping_id,job_title,skill_name,importance_weight,required_level
MAP_00444,Network Engineer,Zustand,0.78,Beginner
MAP_00445,Network Engineer,Angular,1.0,Intermediate
MAP_00446,AI/ML Architect,Data Science,0.64,Intermediate
MAP_00447,AI/ML Architect,Authentication,0.85,Advanced
MAP_00448,Full Stack Developer,Monitoring Tools,0.77,Intermediate
MAP_00449,Full Stack Developer,Python Scripting,0.87,Intermediate
MAP_00450,Full Stack Developer,Adaptability,0.94,Intermediate
MAP_00451,Senior Machine Learning Engineer,OAuth,0.91,Advanced
MAP_00452,Senior Machine Learning Engineer,Transformers,0.97,Beginner
MAP_00453,Kubernetes Engineer,Big Data,0.66,Beginner
MAP_00454,Kubernetes Engineer,RESTful APIs,0.93,Advanced
MAP_00455,Kubernetes Engineer,Linux,0.99,Advanced
MAP_00456,Kubernetes Engineer,Python Scripting,0.99,Intermediate
MAP_00457,Technical Lead,Session Management,0.75,Intermediate
MAP_00458,Technical Lead,JavaScript,0.72,Intermediate
MAP_00459,Technical Lead,Express,0.64,Advanced
MAP_00460,Technical Lead,JWT,0.68,Beginner
MAP_00461,Senior QA Engineer,Prometheus,0.67,Intermediate
MAP_00462,Senior QA Engineer,Hyperparameter Tuning,0.63,Beginner
MAP_00463,Senior QA Engineer,Docker,0.69,Advanced
MAP_00464,Security Architect,Data Pipeline,0.67,Advanced
MAP_00465,Security Architect,Monitoring Tools,0.93,Beginner
MAP_00466,Security Architect,Mentoring,0.87,Beginner
MAP_00467,Security Architect,DevOps,0.7,Advanced
MAP_00468,Frontend Engineer,Incident Response,0.85,Beginner
MAP_00469,Frontend Engineer,GitHub Actions,0.78,Beginner
MAP_00470,Senior Data Scientist,Leadership,0.94,Beginner
MAP_00471,Senior Data Scientist,JWT,0.68,Intermediate
MAP_00472,QA Engineer,Bootstrap,0.68,Advanced
MAP_00473,QA Engineer,Node.js,0.95,Beginner
MAP_00474,Senior Data Scientist,JWT,0.68,Advanced
MAP_00475,Senior Data Scientist,Docker,0.94,Beginner
MAP_00476,Senior Data Scientist,Deep Learning,0.8,Advanced
MAP_00477,Senior Data Scientist,Cost Optimization,0.79,Intermediate
MAP_00478,Security Architect,Cryptography,0.84,Intermediate
MAP_00479,Security Architect,Incident Response,0.8,Intermediate
MAP_00480,Security Architect,MySQL,0.78,Intermediate
MAP_00481,Security Architect,Python Scripting,0.95,Beginner
MAP_00482,Python Developer,Stream Processing,0.83,Beginner
MAP_00483,Python Developer,Bootstrap,0.73,Intermediate
MAP_00484,Python Developer,Django,0.72,Beginner
MAP_00485,Senior Data Scientist,Redux,0.68,Intermediate
MAP_00486,Senior Data Scientist,Monitoring Tools,0.93,Beginner
MAP_00487,CTO,Firewalls,0.61,Advanced
MAP_00488,CTO,Communication,0.85,Intermediate
MAP_00489,CTO,Next.js,0.76,Advanced
MAP_00490,CTO,Scikit-learn,0.75,Beginner
MAP_00491,CTO,TensorFlow,0.96,Advanced
MAP_00492,CTO,JavaScript,0.69,Intermediate
MAP_00493,AWS Solutions Architect,Deep Learning,0.62,Advanced
MAP_00494,AWS Solutions Architect,DevOps,0.68,Advanced
MAP_00495,AWS Solutions Architect,Reinforcement Learning,0.71,Advanced
MAP_00496,AWS Solutions Architect,AWS,0.81,Advanced
MAP_00497,NLP Engineer,Microservices,0.82,Intermediate
MAP_00498,NLP Engineer,Grafana,0.68,Advanced
MAP_00499,NLP Engineer,GitHub Actions,0.62,Intermediate
MAP_00500,Games Engineer,GitLab CI,0.96,Advanced
MAP_00501,Games Engineer,Kafka,0.7,Intermediate
MAP_00502,Games Engineer,Angular,0.71,Intermediate
MAP_00503,Senior Data Engineer,Performance Optimization,0.91,Advanced
MAP_00504,Senior Data Engineer,Load Balancing,0.71,Beginner
MAP_00505,Senior Data Engineer,Authentication,0.91,Intermediate
MAP_00506,Frontend Engineer,Communication,0.79,Intermediate
MAP_00507,Frontend Engineer,React Testing Library,0.75,Advanced
MAP_00508,Frontend Engineer,Hadoop,0.98,Intermediate
MAP_00509,Frontend Engineer,Machine Learning,0.72,Advanced
MAP_00510,Director of Engineering,Data Warehouse,0.67,Advanced
MAP_00511,Director of Engineering,Hadoop,0.66,Beginner
MAP_00512,Senior DevOps Engineer,Statistics,0.8,Beginner
MAP_00513,Senior DevOps Engineer,Redux,0.97,Beginner
MAP_00514,Senior DevOps Engineer,Database Management,0.72,Advanced
MAP_00515,Cloud Security Engineer,Threat Modeling,0.88,Intermediate
MAP_00516,Cloud Security Engineer,Zustand,0.64,Advanced
MAP_00517,Application Security Engineer,Big Data,0.74,Intermediate
MAP_00518,Application Security Engineer,API Gateway,0.96,Intermediate
MAP_00519,Application Security Engineer,Microservices,0.99,Intermediate
MAP_00520,Full Stack Developer,Database Management,0.74,Beginner
MAP_00521,Full Stack Developer,ISO 27001,0.69,Intermediate
MAP_00522,Full Stack Developer,Session Management,0.8,Beginner
MAP_00523,Full Stack Developer,LLM,0.71,Advanced
MAP_00524,Full Stack Developer,Authentication,0.77,Beginner
MAP_00525,Solutions Engineer,Penetration Testing,0.7,Intermediate
MAP_00526,Solutions Engineer,SQL,0.73,Beginner
MAP_00527,Solutions Engineer,Bootstrap,0.95,Advanced
MAP_00528,Solutions Engineer,Infrastructure as Code,0.93,Beginner
MAP_00529,Automation Engineer,React Testing Library,0.86,Advanced
MAP_00530,Automation Engineer,Monitoring,0.77,Intermediate
MAP_00531,Automation Engineer,JavaScript,0.62,Beginner
MAP_00532,Machine Learning Engineer,Logging,0.88,Beginner
MAP_00533,Machine Learning Engineer,Python,0.77,Beginner
MAP_00534,Machine Learning Engineer,SRE,0.62,Advanced
MAP_00535,Machine Learning Engineer,PostgreSQL,0.65,Advanced
MAP_00536,Penetration Tester,Problem Solving,0.63,Advanced
MAP_00537,Penetration Tester,Redux,0.65,Intermediate
MAP_00538,Database Administrator,Angular,0.69,Intermediate
MAP_00539,Database Administrator,Security Compliance,0.84,Advanced
MAP_00540,Security Architect,Reinforcement Learning,0.76,Beginner
MAP_00541,Security Architect,Vite,0.8,Intermediate
MAP_00542,Engineering Manager,Firewalls,0.62,Intermediate
MAP_00543,Engineering Manager,SQL,0.75,Intermediate
MAP_00544,Engineering Manager,Cloud Security,0.66,Intermediate
MAP_00545,Engineering Manager,Go,0.9,Advanced
MAP_00546,Incident Response Engineer,PostgreSQL,0.87,Advanced
MAP_00547,Incident Response Engineer,Infrastructure Automation,0.64,Beginner
MAP_00548,Incident Response Engineer,Feature Engineering,0.97,Beginner
MAP_00549,Incident Response Engineer,Bootstrap,0.96,Beginner
MAP_00550,Analytics Engineer,Data Science,0.63,Advanced
MAP_00551,Analytics Engineer,Configuration Management,0.76,Advanced
MAP_00552,Analytics Engineer,Service Mesh,0.8,Advanced
MAP_00553,Analytics Engineer,Express,0.74,Beginner
MAP_00554,Senior Data Engineer,Django,0.98,Advanced
MAP_00555,Senior Data Engineer,Computer Vision,0.65,Beginner
MAP_00556,Senior DevOps Engineer,Project Management,0.82,Beginner
MAP_00557,Senior DevOps Engineer,Container Orchestration,0.94,Beginner
MAP_00558,Senior DevOps Engineer,Terraform,0.99,Intermediate
MAP_00559,Senior Backend Engineer,Machine Learning,0.98,Advanced
MAP_00560,Senior Backend Engineer,Linux,0.97,Beginner
MAP_00561,Network Engineer,Configuration Management,0.64,Advanced
MAP_00562,Network Engineer,Auto Scaling,0.64,Advanced
MAP_00563,Network Engineer,GitHub Actions,0.82,Intermediate
MAP_00564,Network Engineer,Jest,0.65,Beginner
MAP_00565,QA Engineer,Cost Optimization,0.97,Advanced
MAP_00566,QA Engineer,ISO 27001,0.89,Advanced
MAP_00567,QA Engineer,React Testing Library,0.87,Intermediate
MAP_00568,QA Engineer,Terraform,0.84,Beginner
MAP_00569,ML Ops Engineer,Looker,0.61,Intermediate
MAP_00570,ML Ops Engineer,Jest,0.81,Advanced
MAP_00571,ML Ops Engineer,Reinforcement Learning,0.8,Intermediate
MAP_00572,ML Ops Engineer,SRE,0.6,Beginner
MAP_00573,Automation Engineer,BERT,0.62,Advanced
MAP_00574,Automation Engineer,Redis,0.76,Intermediate
MAP_00575,Automation Engineer,Responsive Design,0.89,Advanced
MAP_00576,Senior Data Engineer,Java,0.78,Beginner
MAP_00577,Senior Data Engineer,React,0.87,Intermediate
MAP_00578,Senior Data Engineer,Configuration Management,0.66,Intermediate
MAP_00579,Computer Vision Engineer,Jest,0.99,Intermediate
MAP_00580,Computer Vision Engineer,LLM,0.65,Intermediate
MAP_00581,Games Engineer,Nuxt.js,0.6,Intermediate
MAP_00582,Games Engineer,Adaptability,0.72,Beginner
MAP_00583,Games Engineer,TypeScript,0.95,Intermediate
MAP_00584,Product Manager,Django,0.97,Advanced
MAP_00585,Product Manager,CI/CD,0.64,Advanced
MAP_00586,Product Manager,Docker,0.91,Advanced
MAP_00587,AI/ML Architect,JavaScript,0.87,Beginner
MAP_00588,AI/ML Architect,Angular,0.88,Beginner
MAP_00589,AI/ML Architect,DevOps,0.75,Advanced
MAP_00590,AI/ML Architect,Project Management,0.94,Advanced
MAP_00591,Product Manager,Tailwind CSS,0.82,Advanced
MAP_00592,Product Manager,Hadoop,0.83,Advanced
MAP_00593,Product Manager,Neural Networks,0.76,Advanced
MAP_00594,Incident Response Engineer,Observability,0.66,Beginner
MAP_00595,Incident Response Engineer,Django,0.89,Advanced
MAP_00596,Incident Response Engineer,Mentoring,0.62,Intermediate
MAP_00597,Incident Response Engineer,Next.js,0.91,Advanced
MAP_00598,Frontend Engineer,Neural Networks,0.92,Advanced
MAP_00599,Frontend Engineer,Load Balancing,0.62,Intermediate
MAP_00600,Frontend Engineer,API Gateway,0.91,Advanced
MAP_00601,Engineering Manager,Infrastructure Automation,0.69,Intermediate
MAP_00602,Engineering Manager,Hyperparameter Tuning,0.63,Advanced
MAP_00603,Engineering Manager,Probability,0.67,Beginner
MAP_00604,Big Data Engineer,Svelte,0.95,Intermediate
MAP_00605,Big Data Engineer,Auto Scaling,0.75,Beginner
MAP_00606,CTO,Probability,0.6,Intermediate
MAP_00607,CTO,Security Architecture,0.77,Advanced
MAP_00608,CTO,Elasticsearch,0.92,Intermediate
MAP_00609,CTO,Java,0.94,Beginner
MAP_00610,Cloud Security Engineer,Grafana,0.83,Intermediate
MAP_00611,Cloud Security Engineer,React,0.92,Advanced
MAP_00612,Cloud Security Engineer,Problem Solving,0.83,Intermediate
MAP_00613,Cloud Security Engineer,Azure,0.98,Advanced
MAP_00614,React Developer,FastAPI,0.86,Advanced
MAP_00615,React Developer,Data Pipeline,0.92,Beginner
MAP_00616,React Developer,Incident Response,0.87,Beginner
MAP_00617,Database Administrator,Time Management,0.67,Beginner
MAP_00618,Database Administrator,React,0.88,Intermediate
MAP_00619,Database Administrator,Go,0.98,Intermediate
MAP_00620,Technical Lead,CI/CD,0.66,Beginner
MAP_00621,Technical Lead,Node.js,0.89,Advanced
MAP_00622,Technical Lead,DevOps,0.62,Intermediate
MAP_00623,Technical Lead,Next.js,0.69,Intermediate
MAP_00624,Cloud Architect,Bash,0.61,Intermediate
MAP_00625,Cloud Architect,Team Collaboration,0.72,Beginner
MAP_00626,Cloud Architect,Presto,0.91,Beginner
MAP_00627,Cloud Architect,FastAPI,0.81,Advanced
MAP_00628,Solutions Engineer,Bash,0.95,Beginner
MAP_00629,Solutions Engineer,Google Cloud Platform,0.95,Advanced
MAP_00630,Test Architect,Monitoring Tools,0.87,Beginner
MAP_00631,Test Architect,Monitoring,0.94,Beginner
MAP_00632,Test Architect,Incident Response,0.67,Intermediate
MAP_00633,VP of Engineering,Tableau,0.94,Intermediate
MAP_00634,VP of Engineering,HTML/CSS,0.88,Beginner
MAP_00635,Senior Security Engineer,Logging,0.94,Intermediate
MAP_00636,Senior Security Engineer,Express,0.66,Intermediate
MAP_00637,Node.js Developer,Monitoring Tools,0.87,Intermediate
MAP_00638,Node.js Developer,Service Mesh,0.97,Advanced
MAP_00639,Network Engineer,Configuration Management,0.61,Beginner
MAP_00640,Network Engineer,GDPR,0.7,Advanced
MAP_00641,Network Engineer,Google Cloud Platform,0.61,Beginner
MAP_00642,Test Architect,Linux,0.63,Intermediate
MAP_00643,Test Architect,Feature Engineering,0.96,Intermediate
MAP_00644,AI/ML Architect,Kafka,0.92,Intermediate
MAP_00645,AI/ML Architect,Observability,0.9,Beginner
MAP_00646,AI/ML Architect,Jenkins,0.75,Intermediate
MAP_00647,QA Engineer,Mentoring,0.61,Advanced
MAP_00648,QA Engineer,Responsive Design,0.83,Intermediate
MAP_00649,Senior DevOps Engineer,Google Cloud Platform,0.79,Intermediate
MAP_00650,Senior DevOps Engineer,Material UI,0.67,Intermediate
MAP_00651,Penetration Tester,Probability,0.85,Advanced
MAP_00652,Penetration Tester,ELK Stack,0.82,Intermediate
MAP_00653,Penetration Tester,Security Architecture,0.61,Advanced
MAP_00654,Machine Learning Engineer,Auto Scaling,0.75,Advanced
MAP_00655,Machine Learning Engineer,Database Management,0.8,Advanced
MAP_00656,Machine Learning Engineer,Load Balancing,0.86,Beginner
MAP_00657,Machine Learning Engineer,API Gateway,0.77,Intermediate
MAP_00658,AI Research Scientist,Looker,0.6,Advanced
MAP_00659,AI Research Scientist,Database Management,0.8,Advanced
MAP_00660,AI Research Scientist,Data Warehouse,0.98,Intermediate
MAP_00661,Security Engineer,Data Visualization,0.95,Advanced
MAP_00662,Security Engineer,Infrastructure Automation,0.9,Beginner
MAP_00663,Security Engineer,GitHub Actions,0.65,Intermediate
MAP_00664,Mobile Engineer,Firewalls,0.85,Beginner
MAP_00665,Mobile Engineer,Elasticsearch,1.0,Intermediate
MAP_00666,Mobile Engineer,Looker,0.69,Intermediate
MAP_00667,Frontend Engineer,Monitoring Tools,0.76,Intermediate
MAP_00668,Frontend Engineer,Authorization,0.91,Beginner
MAP_00669,Full Stack Developer,Adaptability,0.7,Beginner
MAP_00670,Full Stack Developer,Scikit-learn,0.63,Advanced
MAP_00671,Big Data Engineer,Problem Solving,0.68,Advanced
MAP_00672,Big Data Engineer,TensorFlow,0.98,Beginner
MAP_00673,Big Data Engineer,Load Balancing,0.86,Beginner
MAP_00674,Incident Response Engineer,Application Security,0.91,Beginner
MAP_00675,Incident Response Engineer,Message Queues,0.69,Advanced
MAP_00676,Incident Response Engineer,Negotiation,0.96,Intermediate
MAP_00677,Incident Response Engineer,Monitoring Tools,0.98,Advanced
MAP_00678,Senior Security Engineer,Computer Vision,0.96,Intermediate
MAP_00679,Senior Security Engineer,Adaptability,0.96,Beginner
MAP_00680,Senior Backend Engineer,Configuration Management,0.78,Intermediate
MAP_00681,Senior Backend Engineer,Infrastructure as Code,0.77,Beginner
MAP_00682,Senior Backend Engineer,Presto,0.71,Advanced
MAP_00683,Senior Backend Engineer,Keras,0.64,Beginner
MAP_00684,Python Developer,Infrastructure Automation,0.63,Advanced
MAP_00685,Python Developer,Go,0.71,Beginner
MAP_00686,Kubernetes Engineer,Grafana,0.9,Intermediate
MAP_00687,Kubernetes Engineer,Docker,0.86,Advanced
MAP_00688,Kubernetes Engineer,Observability,0.97,Advanced
MAP_00689,Cloud Architect,Container Orchestration,0.64,Beginner
MAP_00690,Cloud Architect,Tailwind CSS,0.92,Intermediate
MAP_00691,Cloud Architect,Looker,0.97,Advanced
MAP_00692,Cloud Architect,Python,0.67,Advanced
MAP_00693,Cloud Architect,GPT,0.72,Beginner
MAP_00694,Cloud Architect,ISO 27001,0.94,Intermediate
MAP_00695,Cloud Architect,Looker,0.83,Advanced
MAP_00696,Product Manager,Leadership,0.89,Intermediate
MAP_00697,Product Manager,OAuth,0.75,Intermediate
MAP_00698,Product Manager,Cloud Architecture,0.78,Advanced
MAP_00699,Product Manager,Monitoring Tools,0.86,Advanced
MAP_00700,Computer Vision Engineer,Reinforcement Learning,0.63,Advanced
MAP_00701,Computer Vision Engineer,Adaptability,0.93,Advanced
MAP_00702,AI/ML Architect,React,0.64,Beginner
MAP_00703,AI/ML Architect,ISO 27001,0.72,Advanced
MAP_00704,AI/ML Architect,Kubernetes,0.84,Advanced
MAP_00705,Technical Lead,Statistics,0.77,Advanced
MAP_00706,Technical Lead,Model Evaluation,0.81,Intermediate
MAP_00707,Senior Frontend Engineer,Neural Networks,1.0,Advanced
MAP_00708,Senior Frontend Engineer,ETL,0.78,Beginner
MAP_00709,Penetration Tester,Elasticsearch,0.79,Intermediate
MAP_00710,Penetration Tester,Reinforcement Learning,0.72,Beginner
MAP_00711,Penetration Tester,Team Collaboration,0.99,Intermediate
MAP_00712,Penetration Tester,Model Evaluation,1.0,Intermediate
MAP_00713,TypeScript Developer,Kubernetes,0.98,Advanced
MAP_00714,TypeScript Developer,Terraform,0.61,Advanced
MAP_00715,TypeScript Developer,Tailwind CSS,0.7,Advanced
MAP_00716,DevOps Engineer,JWT,0.66,Beginner
MAP_00717,DevOps Engineer,Cloud Architecture,0.81,Advanced
MAP_00718,VP of Engineering,Elasticsearch,0.74,Beginner
MAP_00719,VP of Engineering,ETL,0.82,Intermediate
MAP_00720,Automation Engineer,BERT,0.62,Beginner
MAP_00721,Automation Engineer,Cost Optimization,0.62,Intermediate
MAP_00722,Data Architect,Penetration Testing,0.88,Beginner
MAP_00723,Data Architect,Critical Thinking,0.77,Beginner
MAP_00724,Data Architect,Tableau,0.76,Advanced
MAP_00725,Data Architect,Kafka,0.86,Intermediate
MAP_00726,Senior Frontend Engineer,Svelte,0.67,Advanced
MAP_00727,Senior Frontend Engineer,Apache Flink,0.77,Advanced
MAP_00728,Senior Frontend Engineer,Docker,0.65,Intermediate
MAP_00729,Senior Frontend Engineer,Network Security,0.76,Advanced
MAP_00730,CTO,SRE,0.67,Intermediate
MAP_00731,CTO,Tailwind CSS,0.61,Beginner
MAP_00732,Senior QA Engineer,Team Collaboration,0.97,Intermediate
MAP_00733,Senior QA Engineer,OAuth,0.91,Intermediate
MAP_00734,Senior QA Engineer,Azure,0.98,Beginner
MAP_00735,QA Engineer,Tableau,0.64,Advanced
MAP_00736,QA Engineer,Django,0.69,Advanced
MAP_00737,React Developer,MySQL,0.62,Intermediate
MAP_00738,React Developer,GraphQL,0.71,Beginner
MAP_00739,React Developer,Service Mesh,0.82,Intermediate
MAP_00740,React Developer,Big Data,0.84,Advanced
MAP_00741,Incident Response Engineer,GDPR,0.77,Intermediate
MAP_00742,Incident Response Engineer,Leadership,0.63,Intermediate
MAP_00743,Incident Response Engineer,Firewalls,0.74,Beginner
MAP_00744,Analytics Engineer,Power BI,0.75,Advanced
MAP_00745,Analytics Engineer,Cloud Security,0.64,Intermediate
MAP_00746,Analytics Engineer,Database Management,0.76,Intermediate
MAP_00747,Analytics Engineer,RESTful APIs,0.64,Advanced
MAP_00748,Infrastructure Engineer,HTML/CSS,0.74,Beginner
MAP_00749,Infrastructure Engineer,Apache Spark,0.65,Beginner
MAP_00750,Python Developer,Data Science,0.95,Intermediate
MAP_00751,Python Developer,Performance Optimization,0.74,Beginner
MAP_00752,Python Developer,Auto Scaling,0.75,Intermediate
MAP_00753,Test Architect,Looker,0.92,Advanced
MAP_00754,Test Architect,Jenkins,0.9,Advanced
MAP_00755,Python Developer,Critical Thinking,0.69,Advanced
MAP_00756,Python Developer,Observability,0.71,Intermediate
MAP_00757,Python Developer,Authorization,0.69,Intermediate
MAP_00758,Senior Machine Learning Engineer,Data Warehouse,0.92,Intermediate
MAP_00759,Senior Machine Learning Engineer,Redux,0.9,Intermediate
MAP_00760,Senior Machine Learning Engineer,Jest,0.89,Intermediate
MAP_00761,Analytics Engineer,Vite,0.83,Beginner
MAP_00762,Analytics Engineer,HTML/CSS,0.67,Intermediate
MAP_00763,Analytics Engineer,Penetration Testing,0.71,Intermediate
MAP_00764,Analytics Engineer,Next.js,0.83,Intermediate
MAP_00765,Test Architect,Transformers,0.89,Beginner
MAP_00766,Test Architect,Bash,0.93,Advanced
MAP_00767,Test Architect,Python,1.0,Beginner
MAP_00768,Test Architect,AWS,0.77,Intermediate
MAP_00769,AI/ML Architect,Kafka,0.92,Beginner
MAP_00770,AI/ML Architect,Leadership,0.71,Advanced
MAP_00771,AI/ML Architect,Authorization,0.81,Advanced
MAP_00772,Cloud Security Engineer,JavaScript,0.63,Advanced
MAP_00773,Cloud Security Engineer,Deep Learning,0.81,Beginner
MAP_00774,Frontend Engineer,Next.js,0.84,Intermediate
MAP_00775,Frontend Engineer,Time Management,0.67,Intermediate
MAP_00776,Frontend Engineer,Svelte,0.75,Beginner
MAP_00777,Frontend Engineer,Stream Processing,0.75,Beginner
MAP_00778,Penetration Tester,Bootstrap,0.66,Advanced
MAP_00779,Penetration Tester,Hive,0.67,Advanced
MAP_00780,Penetration Tester,Nuxt.js,0.84,Advanced
MAP_00781,Penetration Tester,Configuration Management,0.82,Intermediate
MAP_00782,Data Scientist,React Testing Library,0.81,Intermediate
MAP_00783,Data Scientist,Transformers,0.96,Advanced
MAP_00784,Data Scientist,Infrastructure as Code,0.84,Beginner
MAP_00785,AI Research Scientist,Computer Vision,0.75,Advanced
MAP_00786,AI Research Scientist,Vue.js,0.97,Advanced
MAP_00787,AI Research Scientist,Scikit-learn,0.88,Beginner
MAP_00788,AI Research Scientist,Apache Spark,0.66,Advanced
MAP_00789,Senior Security Engineer,Webpack,0.65,Advanced
MAP_00790,Senior Security Engineer,Elasticsearch,0.98,Advanced
MAP_00791,Senior Security Engineer,Monitoring,0.79,Advanced
MAP_00792,Analytics Engineer,Authentication,0.92,Intermediate
MAP_00793,Analytics Engineer,Network Security,0.73,Intermediate
MAP_00794,Analytics Engineer,TensorFlow,0.83,Intermediate
MAP_00795,Computer Vision Engineer,Reinforcement Learning,0.69,Advanced
MAP_00796,Computer Vision Engineer,Terraform,0.84,Advanced
MAP_00797,Computer Vision Engineer,Jest,0.96,Beginner
MAP_00798,Senior Data Scientist,Logging,0.79,Advanced
MAP_00799,Senior Data Scientist,DevOps,0.7,Advanced
MAP_00800,AI Research Scientist,BERT,0.72,Beginner
MAP_00801,AI Research Scientist,Agile/Scrum,0.81,Advanced
MAP_00802,AI Research Scientist,GitLab CI,0.99,Advanced
MAP_00803,AI Research Scientist,Material UI,0.9,Intermediate
MAP_00804,Technical Lead,RESTful APIs,0.89,Advanced
MAP_00805,Technical Lead,ISO 27001,0.99,Advanced
MAP_00806,Technical Lead,Jest,0.63,Advanced
MAP_00807,Automation Engineer,Data Visualization,0.96,Beginner
MAP_00808,Automation Engineer,GDPR,0.6,Intermediate
MAP_00809,Automation Engineer,Machine Learning,0.69,Intermediate
MAP_00810,Data Scientist,Negotiation,0.62,Advanced
MAP_00811,Data Scientist,Service Mesh,0.7,Intermediate
MAP_00812,Data Scientist,Data Science,0.86,Intermediate
MAP_00813,AI/ML Architect,Kubernetes,0.71,Intermediate
MAP_00814,AI/ML Architect,API Gateway,0.96,Advanced
MAP_00815,AI Research Scientist,Microservices,0.78,Beginner
MAP_00816,AI Research Scientist,Security Compliance,0.99,Beginner
MAP_00817,AI Research Scientist,Scikit-learn,0.67,Intermediate
MAP_00818,AI Research Scientist,Tableau,0.97,Advanced
MAP_00819,Incident Response Engineer,Responsive Design,0.9,Advanced
MAP_00820,Incident Response Engineer,Keras,0.7,Advanced
MAP_00821,Incident Response Engineer,Django,0.65,Advanced
MAP_00822,Incident Response Engineer,Authentication,0.81,Advanced
MAP_00823,NLP Engineer,Python,0.78,Beginner
MAP_00824,NLP Engineer,OWASP,0.82,Intermediate
MAP_00825,ML Ops Engineer,PostgreSQL,0.83,Advanced
MAP_00826,ML Ops Engineer,Webpack,0.94,Advanced
MAP_00827,ML Ops Engineer,Jest,0.72,Intermediate
MAP_00828,Security Engineer,Go,0.7,Beginner
MAP_00829,Security Engineer,Team Collaboration,0.7,Advanced
MAP_00830,Security Engineer,Prometheus,0.62,Intermediate
MAP_00831,VP of Engineering,React Testing Library,0.75,Beginner
MAP_00832,VP of Engineering,NLP,0.73,Beginner
MAP_00833,VP of Engineering,Kafka,0.79,Beginner
MAP_00834,VP of Engineering,LLM,0.81,Advanced
MAP_00835,Backend Engineer,Authentication,0.72,Advanced
MAP_00836,Backend Engineer,Prometheus,0.66,Beginner
MAP_00837,Backend Engineer,Machine Learning,0.78,Advanced
MAP_00838,Backend Engineer,Message Queues,0.82,Advanced
MAP_00839,Director of Engineering,Reinforcement Learning,0.78,Advanced
MAP_00840,Director of Engineering,Jest,0.99,Intermediate
MAP_00841,Director of Engineering,DevOps,0.8,Advanced
MAP_00842,Director of Engineering,Monitoring Tools,0.89,Intermediate
MAP_00843,Senior DevOps Engineer,Vue.js,0.61,Intermediate
MAP_00844,Senior DevOps Engineer,Web Accessibility,0.72,Beginner
MAP_00845,Senior DevOps Engineer,Jenkins,0.76,Intermediate
MAP_00846,Senior DevOps Engineer,Presto,0.9,Beginner
MAP_00847,Kubernetes Engineer,ISO 27001,0.92,Beginner
MAP_00848,Kubernetes Engineer,Critical Thinking,0.77,Beginner
MAP_00849,Kubernetes Engineer,Next.js,0.61,Beginner
MAP_00850,Systems Engineer,JavaScript,0.89,Advanced
MAP_00851,Systems Engineer,SSL/TLS,0.84,Intermediate
MAP_00852,Systems Engineer,Apache Spark,0.89,Beginner
MAP_00853,Security Engineer,Next.js,0.74,Beginner
MAP_00854,Security Engineer,GraphQL,0.64,Advanced
MAP_00855,Test Architect,BERT,0.82,Advanced
MAP_00856,Test Architect,Google Cloud Platform,0.93,Beginner
MAP_00857,Test Architect,Monitoring,0.79,Intermediate
MAP_00858,Test Architect,Web Accessibility,0.69,Advanced
MAP_00859,Test Architect,Threat Modeling,0.95,Advanced
MAP_00860,Test Architect,Material UI,0.73,Beginner
MAP_00861,Test Architect,MySQL,0.96,Beginner
MAP_00862,Test Architect,Python Scripting,0.6,Intermediate
MAP_00863,React Developer,Django,0.71,Beginner
MAP_00864,React Developer,RESTful APIs,0.97,Beginner
MAP_00865,AWS Solutions Architect,Java,0.98,Advanced
MAP_00866,AWS Solutions Architect,Rust,0.83,Beginner
MAP_00867,Big Data Engineer,CI/CD,0.78,Advanced
MAP_00868,Big Data Engineer,Critical Thinking,0.83,Beginner
MAP_00869,Big Data Engineer,TensorFlow,0.8,Intermediate
MAP_00870,QA Engineer,OWASP,0.93,Intermediate
MAP_00871,QA Engineer,MySQL,0.65,Intermediate
MAP_00872,QA Engineer,Configuration Management,0.84,Intermediate
MAP_00873,QA Engineer,AWS,0.76,Intermediate
MAP_00874,Machine Learning Engineer,Authorization,0.73,Beginner
MAP_00875,Machine Learning Engineer,Model Evaluation,0.81,Advanced
MAP_00876,Machine Learning Engineer,LLM,0.79,Advanced
MAP_00877,Machine Learning Engineer,Reinforcement Learning,0.72,Intermediate
MAP_00878,Games Engineer,Stream Processing,0.89,Advanced
MAP_00879,Games Engineer,OAuth,0.72,Intermediate
MAP_00880,Games Engineer,FastAPI,0.7,Intermediate
MAP_00881,Games Engineer,Material UI,0.9,Beginner
MAP_00882,Engineering Manager,DevOps,0.8,Intermediate
MAP_00883,Engineering Manager,Container Orchestration,0.92,Intermediate
MAP_00884,Engineering Manager,Rust,0.62,Intermediate
MAP_00885,Engineering Manager,Java,0.69,Advanced
MAP_00886,React Developer,Feature Engineering,0.93,Intermediate
MAP_00887,React Developer,Model Evaluation,0.72,Advanced
MAP_00888,React Developer,SOC 2,0.66,Advanced
MAP_00889,React Developer,Linux,0.62,Beginner
MAP_00890,Director of Engineering,Message Queues,0.9,Advanced
MAP_00891,Director of Engineering,Firewalls,0.98,Beginner
MAP_00892,Director of Engineering,Vulnerability Assessment,0.95,Intermediate
MAP_00893,Director of Engineering,Scikit-learn,0.85,Beginner
MAP_00894,Kubernetes Engineer,Grafana,0.9,Beginner
MAP_00895,Kubernetes Engineer,Azure,0.87,Intermediate
MAP_00896,Incident Response Engineer,Scikit-learn,0.93,Intermediate
