skill_id,skill_name,category,subcategory,difficulty,related_skills,demand_score
SK_00417,Auto Scaling (Senior),Cloud & Infrastructure,General,Advanced,,6.82
SK_00418,Auto Scaling (Junior),Cloud & Infrastructure,General,Advanced,,7.06
SK_00419,Auto Scaling (Expert),Cloud & Infrastructure,General,Advanced,,7.87
SK_00420,Auto Scaling (Intermediate),Cloud & Infrastructure,General,Advanced,,7.18
SK_00421,SRE (Advanced),DevOps,General,Advanced,,7.11
SK_00422,SRE (Senior),DevOps,General,Advanced,,7.01
SK_00423,SRE (Junior),DevOps,General,Advanced,,7.82
SK_00424,SRE (Expert),DevOps,General,Advanced,,6.24
SK_00425,SRE (Intermediate),DevOps,General,Advanced,,6.39
SK_00426,Container Orchestration (Advanced),DevOps,General,Advanced,,7.6
SK_00427,Container Orchestration (Senior),DevOps,General,Advanced,,6.54
SK_00428,Container Orchestration (Junior),DevOps,General,Advanced,,6.68
SK_00429,Container Orchestration (Expert),DevOps,General,Advanced,,6.64
SK_00430,Container Orchestration (Intermediate),DevOps,General,Advanced,,8.0
SK_00431,Tailwind CSS (Advanced),Web Frontend,General,Advanced,,7.11
SK_00432,Tailwind CSS (Senior),Web Frontend,General,Advanced,,6.61
SK_00433,Tailwind CSS (Junior),Web Frontend,General,Advanced,,6.01
SK_00434,Tailwind CSS (Expert),Web Frontend,General,Advanced,,6.16
SK_00435,Tailwind CSS (Intermediate),Web Frontend,General,Advanced,,7.59
SK_00436,Incident Response (Advanced),Security,General,Advanced,,6.95
SK_00437,Incident Response (Senior),Security,General,Advanced,,6.29
SK_00438,Incident Response (Junior),Security,General,Advanced,,6.31
SK_00439,Incident Response (Expert),Security,General,Advanced,,6.6
SK_00440,Incident Response (Intermediate),Security,General,Advanced,,6.22
SK_00441,React Testing Library (Advanced),Web Frontend,General,Intermediate,,9.96
SK_00442,React Testing Library (Senior),Web Frontend,General,Intermediate,,9.41
SK_00443,React Testing Library (Junior),Web Frontend,General,Intermediate,,8.72
SK_00444,React Testing Library (Expert),Web Frontend,General,Intermediate,,8.73
SK_00445,React Testing Library (Intermediate),Web Frontend,General,Intermediate,,9.8
SK_00446,Data Pipeline (Advanced),Data,General,Advanced,,7.88
SK_00447,Data Pipeline (Senior),Data,General,Advanced,,6.95
SK_00448,Data Pipeline (Junior),Data,General,Advanced,,6.08
SK_00449,Data Pipeline (Expert),Data,General,Advanced,,7.74
SK_00450,Data Pipeline (Intermediate),Data,General,Advanced,,7.36
SK_00451,Node.js (Advanced),Web Backend,General,Advanced,,7.74
SK_00452,Node.js (Senior),Web Backend,General,Advanced,,7.55
SK_00453,Node.js (Junior),Web Backend,General,Advanced,,6.89
SK_00454,Node.js (Expert),Web Backend,General,Advanced,,7.41
SK_00455,Node.js (Intermediate),Web Backend,General,Advanced,,6.16
SK_00456,Power BI (Advanced),Data,General,Advanced,,7.99
SK_00457,Power BI (Senior),Data,General,Advanced,,7.61
SK_00458,Power BI (Junior),Data,General,Advanced,,7.37
SK_00459,Power BI (Expert),Data,General,Advanced,,6.55
SK_00460,Power BI (Intermediate),Data,General,Advanced,,7.06
SK_00461,Computer Vision (Advanced),AI/ML,General,Advanced,,7.81
SK_00462,Computer Vision (Senior),AI/ML,General,Advanced,,7.25
SK_00463,Computer Vision (Junior),AI/ML,General,Advanced,,7.82
SK_00464,Computer Vision (Expert),AI/ML,General,Advanced,,6.96
SK_00465,Computer Vision (Intermediate),AI/ML,General,Advanced,,7.08
SK_00466,Logging (Advanced),Cloud & Infrastructure,General,Advanced,,7.71
SK_00467,Logging (Senior),Cloud & Infrastructure,General,Advanced,,6.79
SK_00468,Logging (Junior),Cloud & Infrastructure,General,Advanced,,6.03
SK_00469,Logging (Expert),Cloud & Infrastructure,General,Advanced,,6.09
SK_00470,Logging (Intermediate),Cloud & Infrastructure,General,Advanced,,7.62
SK_00471,Webpack (Advanced),Web Frontend,General,Advanced,,6.15
SK_00472,Webpack (Senior),Web Frontend,General,Advanced,,6.27
SK_00473,Webpack (Junior),Web Frontend,General,Advanced,,6.94
SK_00474,Webpack (Expert),Web Frontend,General,Advanced,,6.81
SK_00475,Webpack (Intermediate),Web Frontend,General,Advanced,,7.76
SK_00476,Google Cloud Platform (Advanced),Web Backend,General,Advanced,,7.56
SK_00477,Google Cloud Platform (Senior),Web Backend,General,Advanced,,7.37
SK_00478,Google Cloud Platform (Junior),Web Backend,General,Advanced,,6.41
SK_00479,Google Cloud Platform (Expert),Web Backend,General,Advanced,,6.06
SK_00480,Google Cloud Platform (Intermediate),Web Backend,General,Advanced,,7.92
SK_00481,JavaScript (Advanced),Web Frontend,General,Advanced,,9.07
SK_00482,JavaScript (Senior),Web Frontend,General,Advanced,,9.98
SK_00483,JavaScript (Junior),Web Frontend,General,Advanced,,9.63
SK_00484,JavaScript (Expert),Web Frontend,General,Advanced,,8.81
SK_00485,JavaScript (Intermediate),Web Frontend,General,Advanced,,8.98
SK_00486,Agile/Scrum (Advanced),Soft Skills,General,Advanced,,6.86
SK_00487,Agile/Scrum (Senior),Soft Skills,General,Advanced,,6.31
SK_00488,Agile/Scrum (Junior),Soft Skills,General,Advanced,,7.84
SK_00489,Agile/Scrum (Expert),Soft Skills,General,Advanced,,7.92
SK_00490,Agile/Scrum (Intermediate),Soft Skills,General,Advanced,,6.99
SK_00491,Neural Networks (Advanced),AI/ML,General,Advanced,,7.7
SK_00492,Neural Networks (Senior),AI/ML,General,Advanced,,7.92
SK_00493,Neural Networks (Junior),AI/ML,General,Advanced,,6.24
SK_00494,Neural Networks (Expert),AI/ML,General,Advanced,,6.43
SK_00495,Neural Networks (Intermediate),AI/ML,General,Advanced,,7.6
SK_00496,Transformers (Advanced),AI/ML,General,Advanced,,7.79
SK_00497,Transformers (Senior),AI/ML,General,Advanced,,7.36
SK_00498,Transformers (Junior),AI/ML,General,Advanced,,7.65
SK_00499,Transformers (Expert),AI/ML,General,Advanced,,6.11
SK_00500,Transformers (Intermediate),AI/ML,General,Advanced,,7.31
SK_00501,Django (Advanced),Web Backend,General,Advanced,,7.41
SK_00502,Django (Senior),Web Backend,General,Advanced,,7.84
SK_00503,Django (Junior),Web Backend,General,Advanced,,7.16
SK_00504,Django (Expert),Web Backend,General,Advanced,,6.2
SK_00505,Django (Intermediate),Web Backend,General,Advanced,,7.0
SK_00506,SSL/TLS (Advanced),Security,General,Advanced,,6.95
SK_00507,SSL/TLS (Senior),Security,General,Advanced,,7.25
SK_00508,SSL/TLS (Junior),Security,General,Advanced,,6.89
SK_00509,SSL/TLS (Expert),Security,General,Advanced,,7.41
SK_00510,SSL/TLS (Intermediate),Security,General,Advanced,,7.29
SK_00511,Project Management (Advanced),Soft Skills,General,Advanced,,7.32
SK_00512,Project Management (Senior),Soft Skills,General,Advanced,,7.76
SK_00513,Project Management (Junior),Soft Skills,General,Advanced,,6.0
SK_00514,Project Management (Expert),Soft Skills,General,Advanced,,6.1
SK_00515,Project Management (Intermediate),Soft Skills,General,Advanced,,7.66
SK_00516,JWT (Advanced),Security,General,Advanced,,7.89
SK_00517,JWT (Senior),Security,General,Advanced,,6.31
SK_00518,JWT (Junior),Security,General,Advanced,,7.3
SK_00519,JWT (Expert),Security,General,Advanced,,6.0
SK_00520,JWT (Intermediate),Security,General,Advanced,,7.51
SK_00521,Rust (Advanced),Web Backend,General,Advanced,,7.73
SK_00522,Rust (Senior),Web Backend,General,Advanced,,6.94
SK_00523,Rust (Junior),Web Backend,General,Advanced,,6.94
SK_00524,Rust (Expert),Web Backend,General,Advanced,,7.71
SK_00525,Rust (Intermediate),Web Backend,General,Advanced,,7.65
SK_00526,BERT (Advanced),AI/ML,General,Advanced,,6.72
SK_00527,BERT (Senior),AI/ML,General,Advanced,,6.43
SK_00528,BERT (Junior),AI/ML,General,Advanced,,6.23
SK_00529,BERT (Expert),AI/ML,General,Advanced,,7.75
SK_00530,BERT (Intermediate),AI/ML,General,Advanced,,6.97
SK_00531,Go (Advanced),Web Backend,General,Advanced,,6.09
SK_00532,Go (Senior),Web Backend,General,Advanced,,7.18
SK_00533,Go (Junior),Web Backend,General,Advanced,,6.72
SK_00534,Go (Expert),Web Backend,General,Advanced,,6.62
SK_00535,Go (Intermediate),Web Backend,General,Advanced,,7.33
SK_00536,Machine Learning (Advanced),AI/ML,General,Advanced,,6.96
SK_00537,Machine Learning (Senior),AI/ML,General,Advanced,,6.31
SK_00538,Machine Learning (Junior),AI/ML,General,Advanced,,7.44
SK_00539,Machine Learning (Expert),AI/ML,General,Advanced,,6.53
SK_00540,Machine Learning (Intermediate),AI/ML,General,Advanced,,7.91
SK_00541,Material UI (Advanced),Web Frontend,General,Advanced,,7.4
SK_00542,Material UI (Senior),Web Frontend,General,Advanced,,6.82
SK_00543,Material UI (Junior),Web Frontend,General,Advanced,,7.9
SK_00544,Material UI (Expert),Web Frontend,General,Advanced,,7.78
SK_00545,Material UI (Intermediate),Web Frontend,General,Advanced,,7.91
SK_00546,Message Queues (Advanced),Web Backend,General,Advanced,,6.91
SK_00547,Message Queues (Senior),Web Backend,General,Advanced,,6.72
SK_00548,Message Queues (Junior),Web Backend,General,Advanced,,6.36
SK_00549,Message Queues (Expert),Web Backend,General,Advanced,,7.8
SK_00550,Message Queues (Intermediate),Web Backend,General,Advanced,,6.88
SK_00551,GDPR (Advanced),Security,General,Advanced,,6.27
SK_00552,GDPR (Senior),Security,General,Advanced,,7.9
SK_00553,GDPR (Junior),Security,General,Advanced,,6.41
SK_00554,GDPR (Expert),Security,General,Advanced,,7.28
SK_00555,GDPR (Intermediate),Security,General,Advanced,,7.76
SK_00556,HTML/CSS (Advanced),Web Frontend,General,Advanced,,8.58
SK_00557,HTML/CSS (Senior),Web Frontend,General,Advanced,,9.52
SK_00558,HTML/CSS (Junior),Web Frontend,General,Advanced,,9.84
SK_00559,HTML/CSS (Expert),Web Frontend,General,Advanced,,9.59
SK_00560,HTML/CSS (Intermediate),Web Frontend,General,Advanced,,8.96
SK_00561,Java (Advanced),Web Backend,General,Advanced,,6.39
SK_00562,Java (Senior),Web Backend,General,Advanced,,7.6
SK_00563,Java (Junior),Web Backend,General,Advanced,,7.05
SK_00564,Java (Expert),Web Backend,General,Advanced,,6.45
SK_00565,Java (Intermediate),Web Backend,General,Advanced,,7.92
SK_00566,GPT (Advanced),AI/ML,General,Advanced,,7.78
SK_00567,GPT (Senior),AI/ML,General,Advanced,,6.02
SK_00568,GPT (Junior),AI/ML,General,Advanced,,7.48
SK_00569,GPT (Expert),AI/ML,General,Advanced,,6.42
SK_00570,GPT (Intermediate),AI/ML,General,Advanced,,6.82
SK_00571,Cloud Architecture (Advanced),Cloud & Infrastructure,General,Advanced,,7.83
SK_00572,Cloud Architecture (Senior),Cloud & Infrastructure,General,Advanced,,6.82
SK_00573,Cloud Architecture (Junior),Cloud & Infrastructure,General,Advanced,,6.14
SK_00574,Cloud Architecture (Expert),Cloud & Infrastructure,General,Advanced,,7.77
SK_00575,Cloud Architecture (Intermediate),Cloud & Infrastructure,General,Advanced,,6.64
SK_00576,Critical Thinking (Advanced),Soft Skills,General,Advanced,,6.64
SK_00577,Critical Thinking (Senior),Soft Skills,General,Advanced,,7.54
SK_00578,Critical Thinking (Junior),Soft Skills,General,Advanced,,7.83
SK_00579,Critical Thinking (Expert),Soft Skills,General,Advanced,,7.1
SK_00580,Critical Thinking (Intermediate),Soft Skills,General,Advanced,,7.68
SK_00581,Keras (Advanced),AI/ML,General,Advanced,,7.78
SK_00582,Keras (Senior),AI/ML,General,Advanced,,7.75
SK_00583,Keras (Junior),AI/ML,General,Advanced,,7.99
SK_00584,Keras (Expert),AI/ML,General,Advanced,,6.09
SK_00585,Keras (Intermediate),AI/ML,General,Advanced,,7.01
SK_00586,Tableau (Advanced),Data,General,Advanced,,6.06
SK_00587,Tableau (Senior),Data,General,Advanced,,7.75
SK_00588,Tableau (Junior),Data,General,Advanced,,6.62
SK_00589,Tableau (Expert),Data,General,Advanced,,7.44
SK_00590,Tableau (Intermediate),Data,General,Advanced,,7.66
SK_00591,Vue.js (Advanced),Web Frontend,General,Advanced,,6.05
SK_00592,Vue.js (Senior),Web Frontend,General,Advanced,,6.81
SK_00593,Vue.js (Junior),Web Frontend,General,Advanced,,7.9
SK_00594,Vue.js (Expert),Web Frontend,General,Advanced,,7.37
SK_00595,Vue.js (Intermediate),Web Frontend,General,Advanced,,6.49
SK_00596,Jest (Advanced),Web Frontend,General,Advanced,,6.01
SK_00597,Jest (Senior),Web Frontend,General,Advanced,,7.82
SK_00598,Jest (Junior),Web Frontend,General,Advanced,,6.75
SK_00599,Jest (Expert),Web Frontend,General,Advanced,,7.23
SK_00600,Jest (Intermediate),Web Frontend,General,Advanced,,7.76
SK_00601,Penetration Testing (Advanced),Security,General,Advanced,,6.59
SK_00602,Penetration Testing (Senior),Security,General,Advanced,,6.19
SK_00603,Penetration Testing (Junior),Security,General,Advanced,,7.5
SK_00604,Penetration Testing (Expert),Security,General,Advanced,,7.23
SK_00605,Penetration Testing (Intermediate),Security,General,Advanced,,7.65
SK_00606,RESTful APIs (Advanced),Web Backend,General,Advanced,,6.57
SK_00607,RESTful APIs (Senior),Web Backend,General,Advanced,,6.94
SK_00608,RESTful APIs (Junior),Web Backend,General,Advanced,,6.9
SK_00609,RESTful APIs (Expert),Web Backend,General,Advanced,,6.26
SK_00610,RESTful APIs (Intermediate),Web Backend,General,Advanced,,6.89
SK_00611,Data Visualization (Advanced),Data,General,Advanced,,6.06
SK_00612,Data Visualization (Senior),Data,General,Advanced,,7.29
SK_00613,Data Visualization (Junior),Data,General,Advanced,,7.03
SK_00614,Data Visualization (Expert),Data,General,Advanced,,6.33
SK_00615,Data Visualization (Intermediate),Data,General,Advanced,,6.71
SK_00616,Big Data (Advanced),Data,General,Advanced,,7.88
SK_00617,Big Data (Senior),Data,General,Advanced,,6.42
SK_00618,Big Data (Junior),Data,General,Advanced,,6.56
SK_00619,Big Data (Expert),Data,General,Advanced,,7.03
SK_00620,Big Data (Intermediate),Data,General,Advanced,,6.92
SK_00621,Redis (Advanced),Web Backend,General,Advanced,,7.49
SK_00622,Redis (Senior),Web Backend,General,Advanced,,6.58
SK_00623,Redis (Junior),Web Backend,General,Advanced,,6.75
SK_00624,Redis (Expert),Web Backend,General,Advanced,,7.77
SK_00625,Redis (Intermediate),Web Backend,General,Advanced,,6.1
SK_00626,Scikit-learn (Advanced),AI/ML,General,Advanced,,6.73
SK_00627,Scikit-learn (Senior),AI/ML,General,Advanced,,6.47
SK_00628,Scikit-learn (Junior),AI/ML,General,Advanced,,6.31
SK_00629,Scikit-learn (Expert),AI/ML,General,Advanced,,7.41
SK_00630,Scikit-learn (Intermediate),AI/ML,General,Advanced,,6.14
SK_00631,Application Security (Advanced),Security,General,Advanced,,6.36
SK_00632,Application Security (Senior),Security,General,Advanced,,7.69
SK_00633,Application Security (Junior),Security,General,Advanced,,6.71
SK_00634,Application Security (Expert),Security,General,Advanced,,6.4
SK_00635,Application Security (Intermediate),Security,General,Advanced,,7.95
SK_00636,Monitoring Tools (Advanced),Cloud & Infrastructure,General,Advanced,,7.05
SK_00637,Monitoring Tools (Senior),Cloud & Infrastructure,General,Advanced,,6.11
SK_00638,Monitoring Tools (Junior),Cloud & Infrastructure,General,Advanced,,7.66
SK_00639,Monitoring Tools (Expert),Cloud & Infrastructure,General,Advanced,,6.37
SK_00640,Monitoring Tools (Intermediate),Cloud & Infrastructure,General,Advanced,,7.38
SK_00641,Bash (Advanced),DevOps,General,Advanced,,6.47
SK_00642,Bash (Senior),DevOps,General,Advanced,,7.3
SK_00643,Bash (Junior),DevOps,General,Advanced,,6.77
SK_00644,Bash (Expert),DevOps,General,Advanced,,6.97
SK_00645,Bash (Intermediate),DevOps,General,Advanced,,7.91
SK_00646,GitHub Actions (Advanced),Cloud & Infrastructure,General,Beginner,,7.97
SK_00647,GitHub Actions (Senior),Cloud & Infrastructure,General,Beginner,,7.58
SK_00648,GitHub Actions (Junior),Cloud & Infrastructure,General,Beginner,,7.8
SK_00649,GitHub Actions (Expert),Cloud & Infrastructure,General,Beginner,,7.86
SK_00650,GitHub Actions (Intermediate),Cloud & Infrastructure,General,Beginner,,6.24
SK_00651,Redux (Advanced),Web Frontend,General,Advanced,,6.83
SK_00652,Redux (Senior),Web Frontend,General,Advanced,,7.32
SK_00653,Redux (Junior),Web Frontend,General,Advanced,,8.0
SK_00654,Redux (Expert),Web Frontend,General,Advanced,,7.53
SK_00655,Redux (Intermediate),Web Frontend,General,Advanced,,6.79
SK_00656,AWS (Advanced),Cloud & Infrastructure,General,Advanced,,9.43
SK_00657,AWS (Senior),Cloud & Infrastructure,General,Advanced,,9.07
SK_00658,AWS (Junior),Cloud & Infrastructure,General,Advanced,,9.12
SK_00659,AWS (Expert),Cloud & Infrastructure,General,Advanced,,8.74
SK_00660,AWS (Intermediate),Cloud & Infrastructure,General,Advanced,,9.42
SK_00661,Vulnerability Assessment (Advanced),Security,General,Advanced,,6.42
SK_00662,Vulnerability Assessment (Senior),Security,General,Advanced,,6.33
SK_00663,Vulnerability Assessment (Junior),Security,General,Advanced,,6.64
SK_00664,Vulnerability Assessment (Expert),Security,General,Advanced,,6.51
SK_00665,Vulnerability Assessment (Intermediate),Security,General,Advanced,,7.39
SK_00666,ETL (Advanced),Data,General,Advanced,,6.59
SK_00667,ETL (Senior),Data,General,Advanced,,7.77
SK_00668,ETL (Junior),Data,General,Advanced,,6.46
SK_00669,ETL (Expert),Data,General,Advanced,,6.87
SK_00670,ETL (Intermediate),Data,General,Advanced,,7.2
SK_00671,Threat Modeling (Advanced),Security,General,Advanced,,7.91
SK_00672,Threat Modeling (Senior),Security,General,Advanced,,6.37
SK_00673,Threat Modeling (Junior),Security,General,Advanced,,6.87
SK_00674,Threat Modeling (Expert),Security,General,Advanced,,7.33
SK_00675,Threat Modeling (Intermediate),Security,General,Advanced,,7.15
SK_00676,SQL (Advanced),Data,General,Intermediate,,7.36
SK_00677,SQL (Senior),Data,General,Intermediate,,7.45
SK_00678,SQL (Junior),Data,General,Intermediate,,6.8
SK_00679,SQL (Expert),Data,General,Intermediate,,6.67
SK_00680,SQL (Intermediate),Data,General,Intermediate,,7.87
SK_00681,GraphQL (Advanced),Web Backend,General,Advanced,,7.72
SK_00682,GraphQL (Senior),Web Backend,General,Advanced,,7.01
SK_00683,GraphQL (Junior),Web Backend,General,Advanced,,7.68
SK_00684,GraphQL (Expert),Web Backend,General,Advanced,,6.46
SK_00685,GraphQL (Intermediate),Web Backend,General,Advanced,,7.68
SK_00686,Infrastructure Automation (Advanced),DevOps,General,Advanced,,6.35
SK_00687,Infrastructure Automation (Senior),DevOps,General,Advanced,,6.12
SK_00688,Infrastructure Automation (Junior),DevOps,General,Advanced,,6.74
SK_00689,Infrastructure Automation (Expert),DevOps,General,Advanced,,6.79
SK_00690,Infrastructure Automation (Intermediate),DevOps,General,Advanced,,7.37
SK_00691,Cloud Security (Advanced),Security,General,Advanced,,6.41
SK_00692,Cloud Security (Senior),Security,General,Advanced,,6.15
SK_00693,Cloud Security (Junior),Security,General,Advanced,,6.39
SK_00694,Cloud Security (Expert),Security,General,Advanced,,6.37
SK_00695,Cloud Security (Intermediate),Security,General,Advanced,,7.41
SK_00696,Negotiation (Advanced),Web Backend,General,Advanced,,6.02
SK_00697,Negotiation (Senior),Web Backend,General,Advanced,,6.61
SK_00698,Negotiation (Junior),Web Backend,General,Advanced,,7.29
SK_00699,Negotiation (Expert),Web Backend,General,Advanced,,6.41
SK_00700,Negotiation (Intermediate),Web Backend,General,Advanced,,6.93
SK_00701,MongoDB (Advanced),Web Backend,General,Advanced,,6.3
SK_00702,MongoDB (Senior),Web Backend,General,Advanced,,6.44
SK_00703,MongoDB (Junior),Web Backend,General,Advanced,,7.9
SK_00704,MongoDB (Expert),Web Backend,General,Advanced,,7.44
SK_00705,MongoDB (Intermediate),Web Backend,General,Advanced,,6.57
SK_00706,Python (Advanced),AI/ML,General,Intermediate,,9.09
SK_00707,Python (Senior),AI/ML,General,Intermediate,,9.56
SK_00708,Python (Junior),AI/ML,General,Intermediate,,8.59
SK_00709,Python (Expert),AI/ML,General,Intermediate,,8.77
SK_00710,Python (Intermediate),AI/ML,General,Intermediate,,9.53
SK_00711,Apache Spark (Advanced),Data,General,Advanced,,6.16
SK_00712,Apache Spark (Senior),Data,General,Advanced,,6.06
SK_00713,Apache Spark (Junior),Data,General,Advanced,,7.93
SK_00714,Apache Spark (Expert),Data,General,Advanced,,6.59
SK_00715,Apache Spark (Intermediate),Data,General,Advanced,,6.63
SK_00716,TypeScript (Advanced),Web Frontend,General,Advanced,,7.5
SK_00717,TypeScript (Senior),Web Frontend,General,Advanced,,7.45
SK_00718,TypeScript (Junior),Web Frontend,General,Advanced,,6.61
SK_00719,TypeScript (Expert),Web Frontend,General,Advanced,,6.93
SK_00720,TypeScript (Intermediate),Web Frontend,General,Advanced,,6.02
SK_00721,Network Security (Advanced),Security,General,Advanced,,6.7
SK_00722,Network Security (Senior),Security,General,Advanced,,6.02
SK_00723,Network Security (Junior),Security,General,Advanced,,6.85
SK_00724,Network Security (Expert),Security,General,Advanced,,6.59
SK_00725,Network Security (Intermediate),Security,General,Advanced,,7.45
SK_00726,Python Scripting (Advanced),AI/ML,General,Intermediate,,8.64
SK_00727,Python Scripting (Senior),AI/ML,General,Intermediate,,9.58
SK_00728,Python Scripting (Junior),AI/ML,General,Intermediate,,8.76
SK_00729,Python Scripting (Expert),AI/ML,General,Intermediate,,9.38
SK_00730,Python Scripting (Intermediate),AI/ML,General,Intermediate,,9.36
SK_00731,Data Warehouse (Advanced),Data,General,Advanced,,7.07
SK_00732,Data Warehouse (Senior),Data,General,Advanced,,6.57
SK_00733,Data Warehouse (Junior),Data,General,Advanced,,7.74
SK_00734,Data Warehouse (Expert),Data,General,Advanced,,7.98
SK_00735,Data Warehouse (Intermediate),Data,General,Advanced,,6.3
SK_00736,Configuration Management (Advanced),DevOps,General,Advanced,,6.1
SK_00737,Configuration Management (Senior),DevOps,General,Advanced,,7.16
SK_00738,Configuration Management (Junior),DevOps,General,Advanced,,7.72
SK_00739,Configuration Management (Expert),DevOps,General,Advanced,,6.14
SK_00740,Configuration Management (Intermediate),DevOps,General,Advanced,,6.18
SK_00741,Kafka (Advanced),Data,General,Advanced,,6.92
SK_00742,Kafka (Senior),Data,General,Advanced,,6.31
SK_00743,Kafka (Junior),Data,General,Advanced,,7.36
SK_00744,Kafka (Expert),Data,General,Advanced,,6.77
SK_00745,Kafka (Intermediate),Data,General,Advanced,,6.1
SK_00746,Hive (Advanced),Data,General,Advanced,,7.28
SK_00747,Hive (Senior),Data,General,Advanced,,7.55
SK_00748,Hive (Junior),Data,General,Advanced,,6.93
SK_00749,Hive (Expert),Data,General,Advanced,,6.03
SK_00750,Hive (Intermediate),Data,General,Advanced,,7.33
SK_00751,Jenkins (Advanced),Cloud & Infrastructure,General,Advanced,,6.44
SK_00752,Jenkins (Senior),Cloud & Infrastructure,General,Advanced,,7.31
SK_00753,Jenkins (Junior),Cloud & Infrastructure,General,Advanced,,6.38
SK_00754,Jenkins (Expert),Cloud & Infrastructure,General,Advanced,,6.48
SK_00755,Jenkins (Intermediate),Cloud & Infrastructure,General,Advanced,,6.74
SK_00756,Hyperparameter Tuning (Advanced),AI/ML,General,Advanced,,7.89
SK_00757,Hyperparameter Tuning (Senior),AI/ML,General,Advanced,,6.26
SK_00758,Hyperparameter Tuning (Junior),AI/ML,General,Advanced,,6.91
SK_00759,Hyperparameter Tuning (Expert),AI/ML,General,Advanced,,6.47
SK_00760,Hyperparameter Tuning (Intermediate),AI/ML,General,Advanced,,7.63
SK_00761,API Gateway (Advanced),DevOps,General,Advanced,,7.62
SK_00762,API Gateway (Senior),DevOps,General,Advanced,,7.85
SK_00763,API Gateway (Junior),DevOps,General,Advanced,,7.03
SK_00764,API Gateway (Expert),DevOps,General,Advanced,,7.81
SK_00765,API Gateway (Intermediate),DevOps,General,Advanced,,7.73
SK_00766,Nuxt.js (Advanced),Web Frontend,General,Advanced,,7.87
SK_00767,Nuxt.js (Senior),Web Frontend,General,Advanced,,7.99
SK_00768,Nuxt.js (Junior),Web Frontend,General,Advanced,,7.55
SK_00769,Nuxt.js (Expert),Web Frontend,General,Advanced,,6.31
SK_00770,Nuxt.js (Intermediate),Web Frontend,General,Advanced,,7.04
SK_00771,Feature Engineering (Advanced),AI/ML,General,Advanced,,6.87
SK_00772,Feature Engineering (Senior),AI/ML,General,Advanced,,6.5
SK_00773,Feature Engineering (Junior),AI/ML,General,Advanced,,6.06
SK_00774,Feature Engineering (Expert),AI/ML,General,Advanced,,7.74
SK_00775,Feature Engineering (Intermediate),AI/ML,General,Advanced,,7.13
SK_00776,SOC 2 (Advanced),Security,General,Advanced,,6.6
SK_00777,SOC 2 (Senior),Security,General,Advanced,,7.57
SK_00778,SOC 2 (Junior),Security,General,Advanced,,6.96
SK_00779,SOC 2 (Expert),Security,General,Advanced,,6.35
SK_00780,SOC 2 (Intermediate),Security,General,Advanced,,7.59
SK_00781,Reinforcement Learning (Advanced),AI/ML,General,Advanced,,7.96
SK_00782,Reinforcement Learning (Senior),AI/ML,General,Advanced,,7.22
SK_00783,Reinforcement Learning (Junior),AI/ML,General,Advanced,,6.01
SK_00784,Reinforcement Learning (Expert),AI/ML,General,Advanced,,6.83
SK_00785,Reinforcement Learning (Intermediate),AI/ML,General,Advanced,,6.06
SK_00786,Problem Solving (Advanced),Soft Skills,General,Advanced,,7.4
SK_00787,Problem Solving (Senior),Soft Skills,General,Advanced,,6.11
SK_00788,Problem Solving (Junior),Soft Skills,General,Advanced,,6.06
SK_00789,Problem Solving (Expert),Soft Skills,General,Advanced,,7.29
SK_00790,Problem Solving (Intermediate),Soft Skills,General,Advanced,,7.84
SK_00791,Bootstrap (Advanced),Web Frontend,General,Advanced,,6.02
SK_00792,Bootstrap (Senior),Web Frontend,General,Advanced,,7.3
SK_00793,Bootstrap (Junior),Web Frontend,General,Advanced,,7.76
SK_00794,Bootstrap (Expert),Web Frontend,General,Advanced,,7.51
SK_00795,Bootstrap (Intermediate),Web Frontend,General,Advanced,,7.14
SK_00796,Time Management (Advanced),Soft Skills,General,Advanced,,6.56
SK_00797,Time Management (Senior),Soft Skills,General,Advanced,,6.58
SK_00798,Time Management (Junior),Soft Skills,General,Advanced,,7.95
SK_00799,Time Management (Expert),Soft Skills,General,Advanced,,7.11
SK_00800,Time Management (Intermediate),Soft Skills,General,Advanced,,6.21
SK_00801,Cost Optimization (Advanced),Cloud & Infrastructure,General,Advanced,,7.2
SK_00802,Cost Optimization (Senior),Cloud & Infrastructure,General,Advanced,,6.65
SK_00803,Cost Optimization (Junior),Cloud & Infrastructure,General,Advanced,,7.16
SK_00804,Cost Optimization (Expert),Cloud & Infrastructure,General,Advanced,,6.04
SK_00805,Cost Optimization (Intermediate),Cloud & Infrastructure,General,Advanced,,6.45
SK_00806,Leadership (Advanced),Soft Skills,General,Advanced,,6.92
SK_00807,Leadership (Senior),Soft Skills,General,Advanced,,7.37
SK_00808,Leadership (Junior),Soft Skills,General,Advanced,,6.2
SK_00809,Leadership (Expert),Soft Skills,General,Advanced,,6.74
SK_00810,Leadership (Intermediate),Soft Skills,General,Advanced,,6.44
SK_00811,PostgreSQL (Advanced),Web Backend,General,Intermediate,,6.59
SK_00812,PostgreSQL (Senior),Web Backend,General,Intermediate,,7.5
SK_00813,PostgreSQL (Junior),Web Backend,General,Intermediate,,7.88
SK_00814,PostgreSQL (Expert),Web Backend,General,Intermediate,,6.38
SK_00815,PostgreSQL (Intermediate),Web Backend,General,Intermediate,,6.03
SK_00816,Svelte (Advanced),Web Frontend,General,Advanced,,7.44
