job_id,job_title,field,industry,experience_level,education_required,required_skills,preferred_skills,job_type,location,salary_min,salary_max,remote_option,description,education_standardized,experience_years_proxy,experience_score,education_score,combined_job_text,job_tokens_lemmas
JOB_00576,solutions engineer,solutions,automotive,junior,any,node.js;etl;react;monitoring tools;vite,pytorch;terraform;jwt,contract,"peshawar, pakistan",2000,5000,on-site,seeking solutions engineer with skills: node.js;etl;react;monitoring t,any,1,0.0667,0.4,"solutions engineer solutions automotive junior any node.js;etl;react;monitoring tools;vite pytorch;terraform;jwt contract peshawar, pakistan on-site seeking solutions engineer with skills: node.js;etl;react;monitoring t",solution engineer solution automotive junior node.js;etl;react;monitoring tools;vite pytorch;terraform;jwt contract peshawar pakistan site seeking solution engineer skill node.js;etl;react;monitoring
JOB_00577,machine learning engineer,machine,finance,junior,master,material ui;rust;database management;leadership;cost optimization,security architecture;vulnerability assessment;power bi,hybrid,"portland, usa",7000,17500,remote,seeking machine learning engineer with skills: material ui;rust;database mana,master,1,0.0667,0.85,"machine learning engineer machine finance junior master material ui;rust;database management;leadership;cost optimization security architecture;vulnerability assessment;power bi hybrid portland, usa remote seeking machine learning engineer with skills: material ui;rust;database mana",machine learn engineer machine finance junior master material ui;rust;database management;leadership;cost optimization security architecture;vulnerability assessment;power bi hybrid portland usa remote seek machine learn engineer skill material ui;rust;database mana
JOB_00578,vp of engineering,vp,media,mid-level,master,nlp;logging;ci;cd;incident response;service mesh,microservices;sre;flask,full-time,"denver, usa",17500,35000,on-site,seeking vp of engineering with skills: nlp;logging;ci/cd;incident res,master,4,0.2667,0.85,"vp of engineering vp media mid-level master nlp;logging;ci;cd;incident response;service mesh microservices;sre;flask full-time denver, usa on-site seeking vp of engineering with skills: nlp;logging;ci/cd;incident res",vp engineering vp medium mid level master nlp;logging;ci;cd;incident response;service mesh microservices;sre;flask full time denver usa site seeking vp engineering skill nlp;logging;ci cd;incident
JOB_00579,node.js developer,node.js,manufacturing,lead,bachelor,threat modeling;kubernetes;gpt;vulnerability assessment;mysql,elk stack;rust;problem solving,hybrid,"seattle, usa",52500,105000,on-site,seeking node.js developer with skills: threat modeling;kubernetes;gpt,bachelor,12,0.8,0.7,"node.js developer node.js manufacturing lead bachelor threat modeling;kubernetes;gpt;vulnerability assessment;mysql elk stack;rust;problem solving hybrid seattle, usa on-site seeking node.js developer with skills: threat modeling;kubernetes;gpt",node.js developer node.js manufacturing lead bachelor threat modeling;kubernetes;gpt;vulnerability assessment;mysql elk stack;rust;problem solve hybrid seattle usa site seek node.js developer skill threat modeling;kubernetes;gpt
JOB_00580,ml ops engineer,ml,gaming,junior,master,threat modeling;mysql;hadoop;gdpr;monitoring,bootstrap;pytorch;time management,full-time,"multan, pakistan",2000,5000,on-site,seeking ml ops engineer with skills: threat modeling;mysql;hadoop;g,master,1,0.0667,0.85,"ml ops engineer ml gaming junior master threat modeling;mysql;hadoop;gdpr;monitoring bootstrap;pytorch;time management full-time multan, pakistan on-site seeking ml ops engineer with skills: threat modeling;mysql;hadoop;g",ml op engineer ml game junior master threat modeling;mysql;hadoop;gdpr;monitore bootstrap;pytorch;time management full time multan pakistan site seek ml op engineer skill threat modeling;mysql;hadoop;g
JOB_00581,computer vision engineer,computer,technology,lead,master,angular;data science;database management;grafana;elasticsearch,monitoring;model evaluation;bash,hybrid,"bangkok, thailand",15000,30000,remote,seeking computer vision engineer with skills: angular;data science;database,master,12,0.8,0.85,"computer vision engineer computer technology lead master angular;data science;database management;grafana;elasticsearch monitoring;model evaluation;bash hybrid bangkok, thailand remote seeking computer vision engineer with skills: angular;data science;database",computer vision engineer computer technology lead master angular;data science;database management;grafana;elasticsearch monitoring;model evaluation;bash hybrid bangkok thailand remote seek computer vision engineer skill angular;data science;database
JOB_00582,senior data engineer,senior,saas,senior,bachelor,jenkins;stream processing;logging;probability;mentoring,go;etl;terraform,contract,"los angeles, usa",35000,70000,on-site,seeking senior data engineer with skills: jenkins;stream processing;logg,bachelor,8,0.5333,0.7,"senior data engineer senior saas senior bachelor jenkins;stream processing;logging;probability;mentoring go;etl;terraform contract los angeles, usa on-site seeking senior data engineer with skills: jenkins;stream processing;logg",senior datum engineer senior saas senior bachelor jenkins;stream processing;logging;probability;mentore go;etl;terraform contract los angeles usa site seek senior datum engineer skill jenkins;stream processing;logg
JOB_00583,senior backend engineer,senior,real estate,junior,any,javascript;angular;vulnerability assessment;web accessibility;postgresql,tensorflow;authentication;configuration management,full-time,"bangalore, india",2000,5000,remote,seeking senior backend engineer with skills: javascript;angular;vulnerabili,any,1,0.0667,0.4,"senior backend engineer senior real estate junior any javascript;angular;vulnerability assessment;web accessibility;postgresql tensorflow;authentication;configuration management full-time bangalore, india remote seeking senior backend engineer with skills: javascript;angular;vulnerabili",senior backend engineer senior real estate junior javascript;angular;vulnerability assessment;web accessibility;postgresql tensorflow;authentication;configuration management full time bangalore india remote seek senior backend engineer skill javascript;angular;vulnerabili
JOB_00584,director of engineering,director,telecommunications,lead,bachelor,negotiation;data science;redis;linux;network security,logging;soc 2;gitlab ci,full-time,"portland, usa",52500,105000,hybrid,seeking director of engineering with skills: negotiation;data science;redis,bachelor,12,0.8,0.7,"director of engineering director telecommunications lead bachelor negotiation;data science;redis;linux;network security logging;soc 2;gitlab ci full-time portland, usa hybrid seeking director of engineering with skills: negotiation;data science;redis",director engineering director telecommunication lead bachelor negotiation;data science;redis;linux;network security logging;soc 2;gitlab ci full time portland usa hybrid seek director engineering skill negotiation;data science;redis
JOB_00585,devops engineer,devops,energy,mid-level,bachelor,message queues;apache spark;react;react testing library;linux,pytorch;tableau;vue.js,hybrid,"amsterdam, netherlands",5000,10000,on-site,seeking devops engineer with skills: message queues;apache spark;re,bachelor,4,0.2667,0.7,"devops engineer devops energy mid-level bachelor message queues;apache spark;react;react testing library;linux pytorch;tableau;vue.js hybrid amsterdam, netherlands on-site seeking devops engineer with skills: message queues;apache spark;re",devops engineer devops energy mid level bachelor message queues;apache spark;react;react testing library;linux pytorch;tableau;vue.js hybrid amsterdam netherland site seek devop engineer skill message queues;apache spark;re
JOB_00586,machine learning engineer,machine,technology,lead,master,redux;load balancing;observability;javascript;material ui,etl;data warehouse;javascript,contract,"peshawar, pakistan",15000,30000,on-site,seeking machine learning engineer with skills: redux;load balancing;observabi,master,12,0.8,0.85,"machine learning engineer machine technology lead master redux;load balancing;observability;javascript;material ui etl;data warehouse;javascript contract peshawar, pakistan on-site seeking machine learning engineer with skills: redux;load balancing;observabi",machine learn engineer machine technology lead master redux;load balancing;observability;javascript;material ui etl;data warehouse;javascript contract peshawar pakistan site seek machine learn engineer skill redux;load balancing;observabi
JOB_00587,solutions engineer,solutions,logistics,mid-level,any,microservices;apache spark;linux;next.js;elasticsearch,agile;scrum;container orchestration;grafana,contract,"berlin, germany",12500,25000,hybrid,seeking solutions engineer with skills: microservices;apache spark;lin,any,4,0.2667,0.4,"solutions engineer solutions logistics mid-level any microservices;apache spark;linux;next.js;elasticsearch agile;scrum;container orchestration;grafana contract berlin, germany hybrid seeking solutions engineer with skills: microservices;apache spark;lin",solution engineer solution logistic mid level microservices;apache spark;linux;next.js;elasticsearch agile;scrum;container orchestration;grafana contract berlin germany hybrid seeking solution engineer skill microservices;apache spark;lin
JOB_00588,security architect,security,healthcare,senior,master,firewalls;graphql;keras;python;postgresql,statistics;cryptography;negotiation,contract,"faisalabad, pakistan",10000,20000,on-site,seeking security architect with skills: firewalls;graphql;keras;python,master,8,0.5333,0.85,"security architect security healthcare senior master firewalls;graphql;keras;python;postgresql statistics;cryptography;negotiation contract faisalabad, pakistan on-site seeking security architect with skills: firewalls;graphql;keras;python",security architect security healthcare senior master firewalls;graphql;keras;python;postgresql statistics;cryptography;negotiation contract faisalabad pakistan site seek security architect skill firewalls;graphql;keras;python
JOB_00589,frontend engineer,frontend,finance,lead,bachelor,graphql;stream processing;performance optimization;vulnerability assessment;looker,negotiation;material ui;kafka,contract,singapore,15000,30000,hybrid,seeking frontend engineer with skills: graphql;stream processing;perf,bachelor,12,0.8,0.7,frontend engineer frontend finance lead bachelor graphql;stream processing;performance optimization;vulnerability assessment;looker negotiation;material ui;kafka contract singapore hybrid seeking frontend engineer with skills: graphql;stream processing;perf,frontend engineer frontend finance lead bachelor graphql;stream processing;performance optimization;vulnerability assessment;looker negotiation;material ui;kafka contract singapore hybrid seeking frontend engineer skill graphql;stream processing;perf
JOB_00590,kubernetes engineer,kubernetes,media,mid-level,master,tensorflow;time management;html;css;devops;ci;cd,keras;kubernetes;neural networks,hybrid,"toronto, canada",12500,25000,hybrid,seeking kubernetes engineer with skills: tensorflow;time management;htm,master,4,0.2667,0.85,"kubernetes engineer kubernetes media mid-level master tensorflow;time management;html;css;devops;ci;cd keras;kubernetes;neural networks hybrid toronto, canada hybrid seeking kubernetes engineer with skills: tensorflow;time management;htm",kubernete engineer kubernete medium mid level master tensorflow;time management;html;css;devops;ci;cd keras;kubernetes;neural network hybrid toronto canada hybrid seek kubernete engineer skill tensorflow;time management;htm
JOB_00591,qa engineer,qa,fintech,mid-level,master,cloud security;logging;elk stack;rust;kubernetes,typescript;cryptography;postgresql,hybrid,"dubai, uae",5000,10000,on-site,seeking qa engineer with skills: cloud security;logging;elk sta,master,4,0.2667,0.85,"qa engineer qa fintech mid-level master cloud security;logging;elk stack;rust;kubernetes typescript;cryptography;postgresql hybrid dubai, uae on-site seeking qa engineer with skills: cloud security;logging;elk sta",qa engineer qa fintech mid level master cloud security;logging;elk stack;rust;kubernete typescript;cryptography;postgresql hybrid dubai uae site seek qa engineer skill cloud security;logging;elk sta
JOB_00592,big data engineer,big,insurtech,senior,any,communication;apache spark;docker;fastapi;javascript,security architecture;vue.js;elk stack,hybrid,"denver, usa",35000,70000,on-site,seeking big data engineer with skills: communication;apache spark;doc,any,8,0.5333,0.4,"big data engineer big insurtech senior any communication;apache spark;docker;fastapi;javascript security architecture;vue.js;elk stack hybrid denver, usa on-site seeking big data engineer with skills: communication;apache spark;doc",big datum engineer big insurtech senior communication;apache spark;docker;fastapi;javascript security architecture;vue.js;elk stack hybrid denver usa site seek big datum engineer skill communication;apache spark;doc
JOB_00593,backend engineer,backend,edtech,mid-level,master,rust;javascript;cloud architecture;bash;flask,data pipeline;service mesh;container orchestration,hybrid,"san francisco, usa",17500,35000,hybrid,seeking backend engineer with skills: rust;javascript;cloud architec,master,4,0.2667,0.85,"backend engineer backend edtech mid-level master rust;javascript;cloud architecture;bash;flask data pipeline;service mesh;container orchestration hybrid san francisco, usa hybrid seeking backend engineer with skills: rust;javascript;cloud architec",backend engineer backend edtech mid level master rust;javascript;cloud architecture;bash;flask datum pipeline;service mesh;container orchestration hybrid san francisco usa hybrid seek backend engineer skill rust;javascript;cloud architec
JOB_00594,ai/ml architect,ai/ml,retail,lead,bachelor,terraform;hadoop;performance optimization;threat modeling;restful apis,power bi;java;mentoring,contract,"seattle, usa",52500,105000,remote,seeking ai/ml architect with skills: terraform;hadoop;performance o,bachelor,12,0.8,0.7,"ai/ml architect ai/ml retail lead bachelor terraform;hadoop;performance optimization;threat modeling;restful apis power bi;java;mentoring contract seattle, usa remote seeking ai/ml architect with skills: terraform;hadoop;performance o",ai ml architect ai ml retail lead bachelor terraform;hadoop;performance optimization;threat modeling;restful apis power bi;java;mentoring contract seattle usa remote seek ai ml architect skill terraform;hadoop;performance
JOB_00595,senior data scientist,senior,insurtech,junior,master,elasticsearch;linux;mongodb;monitoring tools;communication,graphql;material ui;network security,contract,"rawalpindi, pakistan",2000,5000,hybrid,seeking senior data scientist with skills: elasticsearch;linux;mongodb;mo,master,1,0.0667,0.85,"senior data scientist senior insurtech junior master elasticsearch;linux;mongodb;monitoring tools;communication graphql;material ui;network security contract rawalpindi, pakistan hybrid seeking senior data scientist with skills: elasticsearch;linux;mongodb;mo",senior datum scientist senior insurtech junior master elasticsearch;linux;mongodb;monitore tools;communication graphql;material ui;network security contract rawalpindi pakistan hybrid seek senior datum scientist skill elasticsearch;linux;mongodb;mo
JOB_00596,security architect,security,automotive,junior,any,azure;configuration management;api gateway;go;probability,statistics;cost optimization;probability,hybrid,"san francisco, usa",7000,17500,hybrid,seeking security architect with skills: azure;configuration management,any,1,0.0667,0.4,"security architect security automotive junior any azure;configuration management;api gateway;go;probability statistics;cost optimization;probability hybrid san francisco, usa hybrid seeking security architect with skills: azure;configuration management",security architect security automotive junior azure;configuration management;api gateway;go;probability statistics;cost optimization;probability hybrid san francisco usa hybrid seek security architect skill azure;configuration management
JOB_00597,technical lead,technical,gaming,lead,bachelor,monitoring tools;performance optimization;big data;problem solving;angular,cloud security;jenkins;problem solving,full-time,singapore,15000,30000,on-site,seeking technical lead with skills: monitoring tools;performance o,bachelor,12,0.8,0.7,technical lead technical gaming lead bachelor monitoring tools;performance optimization;big data;problem solving;angular cloud security;jenkins;problem solving full-time singapore on-site seeking technical lead with skills: monitoring tools;performance o,technical lead technical gaming lead bachelor monitoring tools;performance optimization;big data;problem solving;angular cloud security;jenkins;problem solve full time singapore site seek technical lead skill monitor tools;performance
JOB_00598,senior backend engineer,senior,transportation,lead,any,performance optimization;apache flink;node.js;project management;negotiation,data visualization;rust;security compliance,hybrid,"miami, usa",52500,105000,remote,seeking senior backend engineer with skills: performance optimization;apach,any,12,0.8,0.4,"senior backend engineer senior transportation lead any performance optimization;apache flink;node.js;project management;negotiation data visualization;rust;security compliance hybrid miami, usa remote seeking senior backend engineer with skills: performance optimization;apach",senior backend engineer senior transportation lead performance optimization;apache flink;node.js;project management;negotiation datum visualization;rust;security compliance hybrid miami usa remote seek senior backend engineer skill performance optimization;apach
JOB_00599,database administrator,database,technology,lead,bachelor,nlp;bert;google cloud platform;tensorflow;ci;cd,terraform;communication;javascript,hybrid,"berlin, germany",37500,75000,remote,seeking database administrator with skills: nlp;bert;google cloud platform,bachelor,12,0.8,0.7,"database administrator database technology lead bachelor nlp;bert;google cloud platform;tensorflow;ci;cd terraform;communication;javascript hybrid berlin, germany remote seeking database administrator with skills: nlp;bert;google cloud platform",database administrator database technology lead bachelor nlp;bert;google cloud platform;tensorflow;ci;cd terraform;communication;javascript hybrid berlin germany remote seek database administrator skill nlp;bert;google cloud platform
JOB_00600,network engineer,network,insurtech,lead,master,configuration management;fastapi;flask;terraform;vue.js,project management;soc 2;etl,hybrid,"new york, usa",52500,105000,hybrid,seeking network engineer with skills: configuration management;fasta,master,12,0.8,0.85,"network engineer network insurtech lead master configuration management;fastapi;flask;terraform;vue.js project management;soc 2;etl hybrid new york, usa hybrid seeking network engineer with skills: configuration management;fasta",network engineer network insurtech lead master configuration management;fastapi;flask;terraform;vue.js project management;soc 2;etl hybrid new york usa hybrid seek network engineer skill configuration management;fasta
JOB_00601,senior devops engineer,senior,logistics,senior,master,mysql;infrastructure as code;threat modeling;session management;gpt,zustand;performance optimization;cost optimization,full-time,"tokyo, japan",10000,20000,remote,seeking senior devops engineer with skills: mysql;infrastructure as code;t,master,8,0.5333,0.85,"senior devops engineer senior logistics senior master mysql;infrastructure as code;threat modeling;session management;gpt zustand;performance optimization;cost optimization full-time tokyo, japan remote seeking senior devops engineer with skills: mysql;infrastructure as code;t",senior devop engineer senior logistic senior master mysql;infrastructure code;threat modeling;session management;gpt zustand;performance optimization;cost optimization full time tokyo japan remote seek senior devop engineer skill mysql;infrastructure code;t
JOB_00602,react developer,react,technology,senior,bachelor,power bi;aws;sql;load balancing;service mesh,model evaluation;time management;microservices,full-time,"lahore, pakistan",10000,20000,remote,seeking react developer with skills: power bi;aws;sql;load balancin,bachelor,8,0.5333,0.7,"react developer react technology senior bachelor power bi;aws;sql;load balancing;service mesh model evaluation;time management;microservices full-time lahore, pakistan remote seeking react developer with skills: power bi;aws;sql;load balancin",react developer react technology senior bachelor power bi;aws;sql;load balancing;service mesh model evaluation;time management;microservices full time lahore pakistan remote seek react developer skill power bi;aws;sql;load balancin
JOB_00603,senior backend engineer,senior,finance,lead,bachelor,data visualization;kafka;auto scaling;logging;iso 27001,web accessibility;logging;mentoring,hybrid,"portland, usa",52500,105000,remote,seeking senior backend engineer with skills: data visualization;kafka;auto,bachelor,12,0.8,0.7,"senior backend engineer senior finance lead bachelor data visualization;kafka;auto scaling;logging;iso 27001 web accessibility;logging;mentoring hybrid portland, usa remote seeking senior backend engineer with skills: data visualization;kafka;auto",senior backend engineer senior finance lead bachelor datum visualization;kafka;auto scaling;logging;iso 27001 web accessibility;logging;mentore hybrid portland usa remote seek senior backend engineer skill datum visualization;kafka;auto
JOB_00604,big data engineer,big,gaming,junior,any,keras;react;agile;scrum;python;node.js,auto scaling;tableau;data science,contract,"new york, usa",7000,17500,remote,seeking big data engineer with skills: keras;react;agile/scrum;python,any,1,0.0667,0.4,"big data engineer big gaming junior any keras;react;agile;scrum;python;node.js auto scaling;tableau;data science contract new york, usa remote seeking big data engineer with skills: keras;react;agile/scrum;python",big datum engineer big gaming junior keras;react;agile;scrum;python;node.js auto scaling;tableau;data science contract new york usa remote seek big datum engineer skill keras;react;agile scrum;python
JOB_00605,test architect,test,energy,mid-level,bachelor,time management;stream processing;infrastructure as code;infrastructure automation;oauth,deep learning;tableau;hyperparameter tuning,full-time,"chicago, usa",17500,35000,remote,seeking test architect with skills: time management;stream process,bachelor,4,0.2667,0.7,"test architect test energy mid-level bachelor time management;stream processing;infrastructure as code;infrastructure automation;oauth deep learning;tableau;hyperparameter tuning full-time chicago, usa remote seeking test architect with skills: time management;stream process",test architect test energy mid level bachelor time management;stream processing;infrastructure code;infrastructure automation;oauth deep learning;tableau;hyperparameter tune full time chicago usa remote seek test architect skill time management;stream process
JOB_00606,test architect,test,edtech,junior,any,gpt;mysql;data warehouse;infrastructure automation;pytorch,container orchestration;grafana;mentoring,contract,"portland, usa",7000,17500,on-site,seeking test architect with skills: gpt;mysql;data warehouse;infra,any,1,0.0667,0.4,"test architect test edtech junior any gpt;mysql;data warehouse;infrastructure automation;pytorch container orchestration;grafana;mentoring contract portland, usa on-site seeking test architect with skills: gpt;mysql;data warehouse;infra",test architect test edtech junior gpt;mysql;data warehouse;infrastructure automation;pytorch container orchestration;grafana;mentoring contract portland usa site seek test architect skill gpt;mysql;data warehouse;infra
JOB_00607,full stack developer,full,edtech,mid-level,master,logging;network security;devops;sre;oauth,database management;nuxt.js;cryptography,contract,"new york, usa",17500,35000,hybrid,seeking full stack developer with skills: logging;network security;devop,master,4,0.2667,0.85,"full stack developer full edtech mid-level master logging;network security;devops;sre;oauth database management;nuxt.js;cryptography contract new york, usa hybrid seeking full stack developer with skills: logging;network security;devop",full stack developer full edtech mid level master logging;network security;devops;sre;oauth database management;nuxt.js;cryptography contract new york usa hybrid seek full stack developer skill logging;network security;devop
JOB_00608,backend engineer,backend,transportation,mid-level,any,machine learning;kubernetes;data pipeline;hive;material ui,service mesh;data pipeline;javascript,hybrid,"austin, usa",17500,35000,on-site,seeking backend engineer with skills: machine learning;kubernetes;da,any,4,0.2667,0.4,"backend engineer backend transportation mid-level any machine learning;kubernetes;data pipeline;hive;material ui service mesh;data pipeline;javascript hybrid austin, usa on-site seeking backend engineer with skills: machine learning;kubernetes;da",backend engineer backend transportation mid level machine learning;kubernetes;data pipeline;hive;material ui service mesh;data pipeline;javascript hybrid austin usa site seek backend engineer skill machine learning;kubernetes;da
JOB_00609,security engineer,security,healthcare,senior,bachelor,incident response;express;performance optimization;infrastructure automation;docker,google cloud platform;monitoring tools;scikit-learn,contract,"portland, usa",35000,70000,remote,seeking security engineer with skills: incident response;express;perf,bachelor,8,0.5333,0.7,"security engineer security healthcare senior bachelor incident response;express;performance optimization;infrastructure automation;docker google cloud platform;monitoring tools;scikit-learn contract portland, usa remote seeking security engineer with skills: incident response;express;perf",security engineer security healthcare senior bachelor incident response;express;performance optimization;infrastructure automation;docker google cloud platform;monitore tools;scikit learn contract portland usa remote seek security engineer skill incident response;express;perf
JOB_00610,security architect,security,fintech,mid-level,master,flask;cloud security;jenkins;agile;scrum;message queues,kafka;github actions;security architecture,hybrid,"london, uk",12500,25000,hybrid,seeking security architect with skills: flask;cloud security;jenkins;a,master,4,0.2667,0.85,"security architect security fintech mid-level master flask;cloud security;jenkins;agile;scrum;message queues kafka;github actions;security architecture hybrid london, uk hybrid seeking security architect with skills: flask;cloud security;jenkins;a",security architect security fintech mid level master flask;cloud security;jenkins;agile;scrum;message queue kafka;github actions;security architecture hybrid london uk hybrid seek security architect skill flask;cloud security;jenkins;a
JOB_00611,technical lead,technical,travel,mid-level,any,infrastructure as code;machine learning;mysql;time management;statistics,sql;application security;negotiation,contract,"new york, usa",17500,35000,on-site,seeking technical lead with skills: infrastructure as code;machine,any,4,0.2667,0.4,"technical lead technical travel mid-level any infrastructure as code;machine learning;mysql;time management;statistics sql;application security;negotiation contract new york, usa on-site seeking technical lead with skills: infrastructure as code;machine",technical lead technical travel mid level infrastructure code;machine learning;mysql;time management;statistic sql;application security;negotiation contract new york usa site seek technical lead skill infrastructure code;machine
JOB_00612,penetration tester,penetration,energy,lead,any,microservices;react testing library;bert;prometheus;critical thinking,terraform;data science;etl,contract,"quetta, pakistan",15000,30000,on-site,seeking penetration tester with skills: microservices;react testing li,any,12,0.8,0.4,"penetration tester penetration energy lead any microservices;react testing library;bert;prometheus;critical thinking terraform;data science;etl contract quetta, pakistan on-site seeking penetration tester with skills: microservices;react testing li",penetration tester penetration energy lead microservices;react test library;bert;prometheus;critical thinking terraform;data science;etl contract quetta pakistan site seek penetration tester skill microservices;react testing li
JOB_00613,computer vision engineer,computer,gaming,mid-level,bachelor,api gateway;llm;firewalls;material ui;deep learning,database management;angular;negotiation,hybrid,"bangalore, india",5000,10000,on-site,seeking computer vision engineer with skills: api gateway;llm;firewalls;mate,bachelor,4,0.2667,0.7,"computer vision engineer computer gaming mid-level bachelor api gateway;llm;firewalls;material ui;deep learning database management;angular;negotiation hybrid bangalore, india on-site seeking computer vision engineer with skills: api gateway;llm;firewalls;mate",computer vision engineer computer game mid level bachelor api gateway;llm;firewalls;material ui;deep learn database management;angular;negotiation hybrid bangalore india site seek computer vision engineer skill api gateway;llm;firewalls;mate
JOB_00614,senior data scientist,senior,healthcare,mid-level,bachelor,negotiation;gdpr;owasp;hyperparameter tuning;configuration management,security compliance;application security;threat modeling,hybrid,"new york, usa",17500,35000,remote,seeking senior data scientist with skills: negotiation;gdpr;owasp;hyperpa,bachelor,4,0.2667,0.7,"senior data scientist senior healthcare mid-level bachelor negotiation;gdpr;owasp;hyperparameter tuning;configuration management security compliance;application security;threat modeling hybrid new york, usa remote seeking senior data scientist with skills: negotiation;gdpr;owasp;hyperpa",senior datum scientist senior healthcare mid level bachelor negotiation;gdpr;owasp;hyperparameter tuning;configuration management security compliance;application security;threat model hybrid new york usa remote seek senior datum scientist skill negotiation;gdpr;owasp;hyperpa
JOB_00615,senior frontend engineer,senior,healthcare,lead,master,model evaluation;cloud architecture;restful apis;team collaboration;cost optimization,gdpr;problem solving;nuxt.js,full-time,singapore,15000,30000,hybrid,seeking senior frontend engineer with skills: model evaluation;cloud archite,master,12,0.8,0.85,senior frontend engineer senior healthcare lead master model evaluation;cloud architecture;restful apis;team collaboration;cost optimization gdpr;problem solving;nuxt.js full-time singapore hybrid seeking senior frontend engineer with skills: model evaluation;cloud archite,senior frontend engineer senior healthcare lead master model evaluation;cloud architecture;restful apis;team collaboration;cost optimization gdpr;problem solving;nuxt.js full time singapore hybrid seek senior frontend engineer skill model evaluation;cloud archite
JOB_00616,data architect,data,manufacturing,senior,master,infrastructure automation;service mesh;neural networks;mysql;aws,communication;penetration testing;graphql,hybrid,"los angeles, usa",35000,70000,on-site,seeking data architect with skills: infrastructure automation;serv,master,8,0.5333,0.85,"data architect data manufacturing senior master infrastructure automation;service mesh;neural networks;mysql;aws communication;penetration testing;graphql hybrid los angeles, usa on-site seeking data architect with skills: infrastructure automation;serv",datum architect datum manufacture senior master infrastructure automation;service mesh;neural networks;mysql;aws communication;penetration testing;graphql hybrid los angeles usa site seek datum architect skill infrastructure automation;serv
JOB_00617,network engineer,network,fintech,senior,any,reinforcement learning;auto scaling;project management;bash;microservices,flask;firewalls;google cloud platform,contract,singapore,10000,20000,on-site,seeking network engineer with skills: reinforcement learning;auto sc,any,8,0.5333,0.4,network engineer network fintech senior any reinforcement learning;auto scaling;project management;bash;microservices flask;firewalls;google cloud platform contract singapore on-site seeking network engineer with skills: reinforcement learning;auto sc,network engineer network fintech senior reinforcement learning;auto scaling;project management;bash;microservice flask;firewalls;google cloud platform contract singapore site seek network engineer skill reinforcement learning;auto sc
JOB_00618,react developer,react,education,senior,any,bert;node.js;github actions;webpack;sql,authentication;python scripting;devops,contract,"islamabad, pakistan",10000,20000,on-site,seeking react developer with skills: bert;node.js;github actions;we,any,8,0.5333,0.4,"react developer react education senior any bert;node.js;github actions;webpack;sql authentication;python scripting;devops contract islamabad, pakistan on-site seeking react developer with skills: bert;node.js;github actions;we",react developer react education senior bert;node.js;github actions;webpack;sql authentication;python scripting;devops contract islamabad pakistan site seek react developer skill bert;node.js;github actions;we
JOB_00619,full stack developer,full,technology,senior,any,prometheus;iso 27001;data visualization;model evaluation;python,fastapi;angular;power bi,hybrid,"los angeles, usa",35000,70000,remote,seeking full stack developer with skills: prometheus;iso 27001;data visu,any,8,0.5333,0.4,"full stack developer full technology senior any prometheus;iso 27001;data visualization;model evaluation;python fastapi;angular;power bi hybrid los angeles, usa remote seeking full stack developer with skills: prometheus;iso 27001;data visu",full stack developer full technology senior prometheus;iso 27001;data visualization;model evaluation;python fastapi;angular;power bi hybrid los angeles usa remote seek full stack developer skill prometheus;iso 27001;data visu
JOB_00620,database administrator,database,finance,lead,master,probability;devops;application security;bert;auto scaling,kafka;authorization;data visualization,full-time,"sydney, australia",15000,30000,remote,seeking database administrator with skills: probability;devops;application,master,12,0.8,0.85,"database administrator database finance lead master probability;devops;application security;bert;auto scaling kafka;authorization;data visualization full-time sydney, australia remote seeking database administrator with skills: probability;devops;application",database administrator database finance lead master probability;devops;application security;bert;auto scale kafka;authorization;data visualization full time sydney australia remote seek database administrator skill probability;devops;application
JOB_00621,nlp engineer,nlp,logistics,lead,any,ci;cd;elk stack;penetration testing;mentoring;stream processing,tailwind css;team collaboration;stream processing,hybrid,"dubai, uae",15000,30000,hybrid,seeking nlp engineer with skills: ci/cd;elk stack;penetration te,any,12,0.8,0.4,"nlp engineer nlp logistics lead any ci;cd;elk stack;penetration testing;mentoring;stream processing tailwind css;team collaboration;stream processing hybrid dubai, uae hybrid seeking nlp engineer with skills: ci/cd;elk stack;penetration te",nlp engineer nlp logistics lead ci;cd;elk stack;penetration testing;mentoring;stream process tailwind css;team collaboration;stream processing hybrid dubai uae hybrid seek nlp engineer skill ci cd;elk stack;penetration te
JOB_00622,senior frontend engineer,senior,media,mid-level,any,tensorflow;postgresql;go;jwt;jest,google cloud platform;power bi;sre,hybrid,"sydney, australia",5000,10000,hybrid,seeking senior frontend engineer with skills: tensorflow;postgresql;go;jwt;j,any,4,0.2667,0.4,"senior frontend engineer senior media mid-level any tensorflow;postgresql;go;jwt;jest google cloud platform;power bi;sre hybrid sydney, australia hybrid seeking senior frontend engineer with skills: tensorflow;postgresql;go;jwt;j",senior frontend engineer senior medium mid level tensorflow;postgresql;go;jwt;jest google cloud platform;power bi;sre hybrid sydney australia hybrid seek senior frontend engineer skill tensorflow;postgresql;go;jwt;j
